Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Ang Mo Kio,2024,9,1,     0.0,     0.0,     0.0,     0.0,    30.2,    34.4,    27.1,     6.9,    25.2
Ang Mo Kio,2024,9,2,     0.0,     0.0,     0.0,     0.0,    30.4,    34.3,    28.4,     8.6,    30.9
Ang Mo Kio,2024,9,3,     5.6,     4.8,     5.0,     5.6,    29.3,    32.1,    25.0,     7.1,    39.3
Ang Mo Kio,2024,9,4,    14.0,     5.2,     7.0,    11.2,    27.6,    30.9,    23.7,     7.1,    42.4
Ang Mo Kio,2024,9,5,     0.0,     0.0,     0.0,     0.0,    29.1,    33.2,    25.8,     5.4,    25.2
Ang Mo Kio,2024,9,6,     0.0,     0.0,     0.0,     0.0,    29.8,    33.1,    28.0,     7.6,    29.4
Ang Mo Kio,2024,9,7,     5.2,     5.0,     5.2,     5.2,    29.7,    32.3,    26.7,     9.1,    41.9
Ang Mo Kio,2024,9,8,     0.4,     0.4,     0.4,     0.4,    28.7,    32.0,    26.1,     5.8,    44.6
Ang Mo Kio,2024,9,9,     1.4,     0.6,     0.8,     1.0,    28.3,    32.2,    26.7,     4.4,    23.3
Ang Mo Kio,2024,9,10,     6.8,     3.4,     4.2,     5.6,    28.1,    31.4,    23.3,     5.7,    44.3
Ang Mo Kio,2024,9,11,    40.8,    38.8,    40.8,    40.8,    28.6,    35.1,    23.8,     4.6,    38.9
Ang Mo Kio,2024,9,12,     0.2,     0.2,     0.2,     0.2,    28.6,    32.2,    25.7,     7.2,    36.7
Ang Mo Kio,2024,9,13,     2.2,     2.2,     2.2,     2.2,    29.5,    32.8,    26.2,     6.5,    30.6
Ang Mo Kio,2024,9,14,    35.6,    19.6,    28.2,    31.0,    28.0,    32.0,    23.1,     6.2,    41.9
Ang Mo Kio,2024,9,15,     5.0,     5.0,     5.0,     5.0,    28.1,    30.4,    25.8,     4.3,    26.3
Ang Mo Kio,2024,9,16,     0.0,     0.0,     0.0,     0.0,    29.3,    32.7,    27.0,     6.5,    36.7
Ang Mo Kio,2024,9,17,     8.0,     7.8,     8.0,     8.0,    29.2,    32.9,    23.8,     8.2,    58.3
Ang Mo Kio,2024,9,18,     0.2,     0.2,     0.2,     0.2,    29.2,    32.4,    26.0,     7.3,    42.0
Ang Mo Kio,2024,9,19,     0.0,     0.0,     0.0,     0.0,    29.7,    32.4,    27.1,     6.0,    26.3
Ang Mo Kio,2024,9,20,     6.8,     6.0,     6.8,     6.8,    29.6,    32.8,    23.7,     7.0,    46.1
Ang Mo Kio,2024,9,21,     7.6,     4.2,     9.0,    11.8,    28.2,    31.6,    23.8,     4.6,    35.6
Ang Mo Kio,2024,9,22,     0.0,     0.0,     0.0,     0.0,    30.6,    35.7,    27.2,     5.5,    23.7
Ang Mo Kio,2024,9,23,    13.8,    11.0,    11.6,    12.2,    28.6,    34.1,    24.4,     7.1,    38.9
Ang Mo Kio,2024,9,24,     1.4,     1.2,     1.4,     1.4,    27.6,    33.6,    25.5,     3.7,    29.4
Ang Mo Kio,2024,9,25,     5.0,     4.0,     4.8,     5.0,    26.9,    32.5,    25.4,     4.2,    25.9
Ang Mo Kio,2024,9,26,    14.4,     5.4,     8.8,    11.8,    26.1,    28.1,    22.2,     6.3,    41.1
Ang Mo Kio,2024,9,27,     0.0,     0.0,     0.0,     0.0,    28.9,    33.6,    25.4,     5.8,    29.1
Ang Mo Kio,2024,9,28,     0.0,     0.0,     0.0,     0.0,    29.3,    34.1,    26.8,     6.7,    32.8
Ang Mo Kio,2024,9,29,     2.4,     2.4,     2.4,     2.4,    29.1,    33.2,    26.6,     4.5,    27.0
Ang Mo Kio,2024,9,30,    25.8,    15.2,    21.2,    21.4,    27.7,    33.3,    23.6,     4.3,    30.2
