Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Paya Lebar,2024,10,1,     1.6,     0.6,     1.0,     1.6,    27.8,    32.0,    26.1,     5.4,    38.9
Paya Lebar,2024,10,2,     0.0,     0.0,     0.0,     0.0,    29.0,    32.8,    26.2,     6.6,    27.8
Paya Lebar,2024,10,3,     5.2,     4.4,     4.8,     5.2,    28.6,    32.0,    25.2,     5.6,    24.1
Paya Lebar,2024,10,4,     1.6,     1.6,     1.6,     1.6,    27.9,    32.3,    25.7,     4.7,    18.5
Paya Lebar,2024,10,5,     0.0,     0.0,     0.0,     0.0,    28.1,    31.7,    25.6,     5.4,    33.3
Paya Lebar,2024,10,6,    30.6,    14.2,    17.0,    18.8,    27.8,    31.8,    23.5,     6.0,    29.6
Paya Lebar,2024,10,7,     1.4,     1.4,     1.4,     1.4,    28.4,    33.2,    26.0,     7.6,    29.6
Paya Lebar,2024,10,8,     0.2,     0.2,     0.2,     0.2,    28.1,    31.1,    26.1,     6.6,    40.7
Paya Lebar,2024,10,9,     2.2,     2.2,     2.2,     2.2,    28.4,    32.5,    26.2,     7.5,    38.9
Paya Lebar,2024,10,10,     1.4,     1.4,     1.4,     1.4,    28.6,    31.8,    26.1,     5.7,    27.8
Paya Lebar,2024,10,11,     8.4,     7.4,     7.8,     8.4,    28.2,    33.0,    26.1,     4.9,    22.2
Paya Lebar,2024,10,12,    16.0,     6.0,    10.2,    14.4,    27.1,    31.1,    25.5,     3.5,    18.5
Paya Lebar,2024,10,13,     3.6,     3.6,     3.6,     3.6,    28.4,    32.7,    25.1,     4.2,    22.2
Paya Lebar,2024,10,14,    23.4,     7.0,    10.8,    14.0,    25.8,    28.3,    23.9,     4.6,    29.6
Paya Lebar,2024,10,15,     0.2,     0.2,     0.2,     0.2,    28.4,    33.4,    24.7,     7.3,    37.0
Paya Lebar,2024,10,16,     1.0,     0.6,     0.6,     0.6,    28.2,    31.7,    25.5,     5.2,    46.3
Paya Lebar,2024,10,17,     7.2,     7.0,     7.2,     7.2,    27.2,    29.7,    24.2,     4.0,    53.7
Paya Lebar,2024,10,18,     0.0,     0.0,     0.0,     0.0,    27.7,    32.8,    24.6,     5.2,    22.2
Paya Lebar,2024,10,19,     2.4,     2.4,     2.4,     2.4,    28.3,    33.2,    25.4,     5.3,    37.0
Paya Lebar,2024,10,20,    20.8,     9.8,    13.6,    18.4,    27.2,    32.3,    22.1,     5.0,    33.3
Paya Lebar,2024,10,21,     0.0,     0.0,     0.0,     0.0,    29.7,    35.6,    25.8,     5.3,    37.0
Paya Lebar,2024,10,22,     0.0,     0.0,     0.0,     0.0,    30.0,    34.5,    26.9,     6.6,    25.9
Paya Lebar,2024,10,23,     0.2,     0.2,     0.2,     0.2,    30.0,    35.0,    26.6,     6.7,    31.5
Paya Lebar,2024,10,24,     0.0,     0.0,     0.0,     0.0,    28.9,    33.2,    26.1,     7.0,    33.3
Paya Lebar,2024,10,25,     0.0,     0.0,     0.0,     0.0,    29.4,    33.5,    26.4,     6.4,    35.2
Paya Lebar,2024,10,26,     0.0,     0.0,     0.0,     0.0,    30.4,    34.0,    27.5,     7.6,    27.8
Paya Lebar,2024,10,27,     0.0,     0.0,     0.0,     0.0,    31.1,    34.9,    27.7,     7.5,    29.6
Paya Lebar,2024,10,28,     0.0,     0.0,     0.0,     0.0,    30.4,    35.0,    27.7,     7.6,    27.8
Paya Lebar,2024,10,29,     0.0,     0.0,     0.0,     0.0,    30.3,    34.2,    26.8,     8.2,    33.3
Paya Lebar,2024,10,30,     0.0,     0.0,     0.0,     0.0,    30.3,    34.6,    27.0,     6.5,    24.1
Paya Lebar,2024,10,31,     7.0,     6.8,     7.0,     7.0,    29.7,    33.0,    24.5,     5.6,    31.5
