Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Clementi,2024,8,1,     0.0,     0.0,     0.0,     0.0,-,-,-,     6.5,    29.8
Clementi,2024,8,2,     0.0,     0.0,     0.0,     0.0,    29.0,    32.0,    27.2,     5.0,    30.9
Clementi,2024,8,3,     0.0,     0.0,     0.0,     0.0,    29.4,    32.8,    27.4,     7.4,    32.0
Clementi,2024,8,4,     8.6,     4.0,     4.0,     4.2,    26.9,    30.1,    24.5,     5.2,    32.0
Clementi,2024,8,5,     0.0,     0.0,     0.0,     0.0,    28.0,    32.0,    25.3,     5.1,    41.5
Clementi,2024,8,6,     0.0,     0.0,     0.0,     0.0,    29.1,    32.3,    26.1,     6.7,    28.2
Clementi,2024,8,7,     0.0,     0.0,     0.0,     0.0,    28.8,    31.5,    26.9,     6.3,    35.0
Clementi,2024,8,8,     1.4,     0.8,     1.2,     1.4,    29.3,    32.4,    26.7,     7.4,    29.8
Clementi,2024,8,9,     6.6,     6.6,     6.6,     6.6,    28.4,    33.8,    24.9,     5.4,    32.4
Clementi,2024,8,10,     3.4,     3.2,     3.2,     3.4,    27.1,    30.0,    25.3,     3.6,    30.2
Clementi,2024,8,11,     2.4,     2.0,     2.2,     2.2,    28.0,    30.5,    24.4,     6.4,    30.2
Clementi,2024,8,12,     1.0,     1.0,     1.0,     1.0,    28.3,    31.4,    26.7,     5.7,    31.7
Clementi,2024,8,13,     0.0,     0.0,     0.0,     0.0,    29.1,    32.0,    27.5,     7.7,    35.2
Clementi,2024,8,14,    16.0,     7.6,    10.4,    11.0,    27.0,    29.4,    25.0,     3.7,    38.2
Clementi,2024,8,15,     0.0,     0.0,     0.0,     0.0,    28.4,    32.0,    25.8,     5.4,    30.6
Clementi,2024,8,16,     0.0,     0.0,     0.0,     0.0,    28.6,    31.0,    27.0,     6.0,    30.2
Clementi,2024,8,17,     0.4,     0.4,     0.4,     0.4,    28.7,    31.6,    26.5,     4.7,    32.8
Clementi,2024,8,18,     0.0,     0.0,     0.0,     0.0,    29.0,    32.6,    27.3,     5.7,    29.8
Clementi,2024,8,19,     0.0,     0.0,     0.0,     0.0,    29.4,    32.9,    27.4,     5.3,    28.5
Clementi,2024,8,20,    18.0,    13.8,    17.8,    18.0,    27.8,    31.5,    24.5,     4.0,    43.9
Clementi,2024,8,21,     0.0,     0.0,     0.0,     0.0,    27.8,    31.2,    25.3,     5.8,    32.0
Clementi,2024,8,22,     0.0,     0.0,     0.0,     0.0,    29.4,    33.9,    27.0,     4.9,    24.4
Clementi,2024,8,23,     0.0,     0.0,     0.0,     0.0,    28.6,    32.6,    25.9,     4.4,    27.0
Clementi,2024,8,24,     1.4,     0.8,     0.8,     1.0,    26.8,    29.0,    25.0,     5.8,    33.2
Clementi,2024,8,25,     1.6,     1.2,     1.4,     1.4,    27.2,    29.9,    25.1,     4.5,    52.2
Clementi,2024,8,26,     0.0,     0.0,     0.0,     0.0,    28.7,    31.5,    26.4,     5.1,    25.9
Clementi,2024,8,27,    16.4,    10.4,    11.2,    13.8,    27.9,    30.5,    23.5,     3.7,    35.0
Clementi,2024,8,28,    16.6,    13.8,    15.6,    16.6,    28.1,    32.9,    23.1,     5.9,    34.6
Clementi,2024,8,29,     0.0,     0.0,     0.0,     0.0,    28.6,    30.9,    25.9,     5.7,    35.0
Clementi,2024,8,30,     0.0,     0.0,     0.0,     0.0,    29.0,    31.6,    27.2,     6.5,    33.2
Clementi,2024,8,31,     0.0,     0.0,     0.0,     0.0,    29.3,    33.1,    27.3,     6.4,    30.2
