Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Clementi,2024,5,1,    11.8,     6.6,     7.6,    11.2,    29.7,    35.0,    26.5,     3.8,    31.3
Clementi,2024,5,2,     0.2,     1.2,     4.4,    11.4,    29.0,    32.4,    27.0,     3.2,    23.0
Clementi,2024,5,3,     1.8,     1.2,     1.8,     1.8,    28.9,    33.2,    27.3,     3.2,    20.6
Clementi,2024,5,4,    53.4,    17.4,    25.8,    33.6,    26.1,    28.7,    23.6,     4.2,    23.3
Clementi,2024,5,5,     0.0,     0.0,     0.0,     0.0,    29.2,    33.4,    26.1,     5.5,    19.8
Clementi,2024,5,6,     0.0,     0.0,     0.0,     0.0,    30.2,    34.0,    28.0,     4.0,    30.6
Clementi,2024,5,7,    12.0,    10.0,    11.6,    11.8,    28.1,    31.8,    24.9,     2.6,    22.4
Clementi,2024,5,8,     2.6,     0.8,     1.4,     2.2,    27.9,    31.9,    24.8,     3.7,    19.1
Clementi,2024,5,9,     0.0,     0.0,     0.0,     0.2,    29.7,    34.4,    27.1,     4.3,    26.3
Clementi,2024,5,10,    21.6,    17.6,    17.8,    17.8,    28.9,    32.9,    24.6,     4.3,    41.5
Clementi,2024,5,11,     0.0,     0.0,     0.0,     0.0,    29.7,    34.2,    27.0,     3.3,    25.2
Clementi,2024,5,12,     1.8,     1.6,     1.6,     1.8,    29.0,    32.0,    26.6,     3.5,    20.2
Clementi,2024,5,13,    37.0,    22.8,    27.2,    27.2,    28.1,    34.7,    25.1,     3.9,    29.8
Clementi,2024,5,14,    13.8,    11.2,    13.4,    13.8,    28.4,    35.6,    25.0,     3.6,    34.6
Clementi,2024,5,15,     0.0,     0.0,     0.0,     0.0,    28.7,    32.0,    26.8,     4.0,    33.2
Clementi,2024,5,16,    11.0,     4.2,     6.0,     7.0,    27.2,    30.9,    25.2,     3.7,    36.3
Clementi,2024,5,17,     0.0,     0.0,     0.0,     0.0,    28.9,    32.6,    25.6,     5.0,    19.8
Clementi,2024,5,18,     1.0,     1.0,     1.0,     1.0,    29.0,    32.4,    27.4,     3.7,    25.6
Clementi,2024,5,19,     0.4,     0.4,     0.4,     0.4,    29.0,    32.2,    27.4,     6.4,    35.6
Clementi,2024,5,20,     3.4,     0.8,     1.2,     1.8,    28.0,    30.3,    26.5,     5.8,    27.0
Clementi,2024,5,21,     0.2,     0.2,     0.2,     0.2,    28.9,    31.4,    27.3,     5.1,    31.7
Clementi,2024,5,22,    30.2,    23.0,    27.6,    29.6,    28.0,    30.9,    25.5,     3.1,    20.2
Clementi,2024,5,23,     1.4,     0.6,     0.8,     1.2,    28.6,    32.8,    26.5,     4.0,    23.7
Clementi,2024,5,24,     0.8,     0.2,     0.4,     0.4,    27.9,    31.0,    25.5,     3.5,    22.4
Clementi,2024,5,25,    26.2,    23.2,    24.4,    24.4,    27.7,    34.1,    22.7,     2.8,    46.5
Clementi,2024,5,26,     0.0,     0.0,     0.0,     0.0,    29.1,    32.5,    26.4,     4.3,    24.4
Clementi,2024,5,27,     0.0,     0.0,     0.0,     0.0,    29.8,    33.5,    28.4,     7.3,    29.4
Clementi,2024,5,28,     0.0,     0.0,     0.0,     0.0,    29.8,    33.3,    28.0,     5.3,    26.7
Clementi,2024,5,29,     0.0,     0.0,     0.0,     0.0,    30.2,    34.4,    28.0,     6.1,    27.8
Clementi,2024,5,30,     0.0,     0.0,     0.0,     0.0,    29.2,    31.5,    27.4,     6.7,    36.7
Clementi,2024,5,31,     0.0,     0.0,     0.0,     0.0,    29.6,    32.2,    27.9,     5.6,    22.6
