Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Jurong (West),2024,2,1,     0.0,     0.0,     0.0,     0.0,    28.3,    33.5,    26.3,    20.4,    41.1
Jurong (West),2024,2,2,    34.4,    20.4,    31.8,    34.2,    27.6,    34.6,    25.3,    18.9,    40.4
Jurong (West),2024,2,3,    22.2,    11.2,    20.8,    22.2,    27.9,    34.3,    24.5,    17.6,    38.2
Jurong (West),2024,2,4,     0.0,     0.0,     0.0,     0.0,    28.3,    34.6,    25.3,    18.0,    40.7
Jurong (West),2024,2,5,     0.2,     0.2,     0.2,     0.2,    28.5,    35.2,    25.2,    19.2,    40.4
Jurong (West),2024,2,6,     0.0,     0.0,     0.0,     0.0,    28.4,    34.0,    25.2,    20.3,    41.1
Jurong (West),2024,2,7,     3.8,     3.2,     3.6,     3.8,    28.1,    34.5,    25.7,    19.6,    38.9
Jurong (West),2024,2,8,     0.0,     0.0,     0.0,     0.0,    28.5,    34.6,    25.7,    18.9,    37.0
Jurong (West),2024,2,9,    13.4,    11.0,    12.2,    13.2,    27.8,    33.6,    25.5,    19.2,    40.4
Jurong (West),2024,2,10,     8.4,     7.4,     8.4,     8.4,    27.5,    32.4,    23.7,    20.9,    55.0
Jurong (West),2024,2,11,     0.0,     0.0,     0.4,     8.4,    27.9,    32.3,    25.2,    20.7,    45.4
Jurong (West),2024,2,12,     2.8,     1.6,     1.8,     2.0,    26.8,    30.9,    25.4,    20.5,    50.0
Jurong (West),2024,2,13,     6.4,     2.8,     3.8,     4.4,    26.7,    29.8,    24.8,    20.7,    49.3
Jurong (West),2024,2,14,    19.6,    12.2,    12.4,    12.4,    27.4,    31.6,    24.9,    19.0,    41.1
Jurong (West),2024,2,15,     0.6,     0.4,     0.4,     0.4,    27.1,    30.1,    25.9,    21.3,    50.4
Jurong (West),2024,2,16,     0.0,     0.0,     0.0,     0.0,    28.2,    32.0,    26.0,    21.9,    54.8
Jurong (West),2024,2,17,     0.2,     0.2,     0.2,     0.2,    27.6,    31.5,    25.1,    21.2,    41.1
Jurong (West),2024,2,18,     0.0,     0.0,     0.0,     0.0,    28.3,    33.4,    25.5,    20.7,    40.0
Jurong (West),2024,2,19,     2.4,     2.0,     2.2,     2.4,    28.1,    33.6,    25.7,    19.7,    41.9
Jurong (West),2024,2,20,     0.4,     0.4,     0.4,     0.4,    28.6,    33.5,    26.0,    19.3,    39.6
Jurong (West),2024,2,21,     6.8,     4.0,     4.0,     6.8,    28.3,    34.3,    25.0,    19.7,    41.1
Jurong (West),2024,2,22,     1.2,     0.6,     0.6,     1.2,    28.3,    33.9,    26.3,    17.8,    35.6
Jurong (West),2024,2,23,    14.4,    10.8,    14.4,    14.4,    27.8,    33.2,    24.4,    19.0,    37.8
Jurong (West),2024,2,24,     0.6,     0.6,     0.6,     0.6,    28.3,    32.1,    25.9,    19.6,    40.0
Jurong (West),2024,2,25,     0.0,     0.0,     0.0,     0.0,    29.0,    34.0,    25.6,    19.9,    40.7
Jurong (West),2024,2,26,     0.0,     0.0,     0.0,     0.0,    28.9,    32.9,    26.4,    19.9,    43.5
Jurong (West),2024,2,27,     3.2,     3.2,     3.2,     3.2,    28.1,    30.5,    26.8,    21.3,    38.5
Jurong (West),2024,2,28,     0.0,     0.0,     0.0,     0.0,    28.7,    32.5,    26.4,    22.2,    43.9
Jurong (West),2024,2,29,     0.0,     0.0,     0.0,     0.0,    29.1,    34.8,    25.5,    22.8,    44.3
