Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Paya Lebar,2024,4,1,     0.0,     0.0,     0.0,     0.0,    29.3,    33.5,    26.0,     6.8,    22.2
Paya Lebar,2024,4,2,     0.0,     0.0,     0.0,     0.0,    30.6,    34.7,    26.9,     7.9,    25.9
Paya Lebar,2024,4,3,     4.8,     4.6,     4.8,     4.8,    30.0,    33.9,    27.7,     6.6,    25.9
Paya Lebar,2024,4,4,    33.6,    21.6,    31.8,    33.6,    28.6,    35.5,    24.4,     5.9,    35.2
Paya Lebar,2024,4,5,     0.0,     0.0,     0.0,     0.0,    29.7,    35.3,    25.8,     7.0,    31.5
Paya Lebar,2024,4,6,     0.0,     0.0,     0.0,     0.0,    30.0,    35.1,    26.0,     9.2,    31.5
Paya Lebar,2024,4,7,    14.6,    13.8,    14.6,    14.6,    30.2,    35.1,    26.4,     9.1,    29.6
Paya Lebar,2024,4,8,     0.6,     0.6,     0.6,     0.6,    29.3,    33.8,    25.8,     4.9,    35.2
Paya Lebar,2024,4,9,     0.0,     0.0,     0.0,     0.0,    30.9,    36.0,    26.6,     7.9,    35.2
Paya Lebar,2024,4,10,     8.0,     7.6,     7.6,     7.6,    29.1,    33.6,    26.4,     6.8,    37.0
Paya Lebar,2024,4,11,    11.0,     5.2,     6.0,     6.2,    29.1,    33.4,    25.6,     9.9,    38.9
Paya Lebar,2024,4,12,    86.2,    37.6,    52.4,    59.6,    26.0,    28.7,    24.0,     6.3,    37.0
Paya Lebar,2024,4,13,     0.0,     0.0,     0.0,     0.0,    29.4,    35.0,    25.0,     8.6,    33.3
Paya Lebar,2024,4,14,     0.4,     0.2,     0.2,     0.2,    28.9,    32.2,    27.1,     7.6,    33.3
Paya Lebar,2024,4,15,     0.0,     0.0,     0.0,     0.0,    29.5,    34.1,    26.8,     9.3,    27.8
Paya Lebar,2024,4,16,     9.8,     4.8,     6.2,     6.8,    27.3,    28.8,    25.9,     5.6,    24.1
Paya Lebar,2024,4,17,     1.8,     1.8,     1.8,     1.8,    28.4,    32.7,    25.4,     5.6,    31.5
Paya Lebar,2024,4,18,     3.2,     3.0,     3.2,     3.2,    28.9,    33.4,    25.7,     6.4,    33.3
Paya Lebar,2024,4,19,     9.6,     9.2,     9.4,     9.4,    29.2,    33.4,    25.8,     4.6,    24.1
Paya Lebar,2024,4,20,    52.4,    24.2,    25.2,    26.4,    27.7,    32.7,    24.2,     4.5,    33.3
Paya Lebar,2024,4,21,     9.2,     8.2,     9.2,     9.2,    28.6,    34.4,    25.8,     3.9,    33.3
Paya Lebar,2024,4,22,     2.6,     2.6,     2.6,     2.6,    29.1,    33.2,    26.6,     5.4,    25.9
Paya Lebar,2024,4,23,     0.0,     0.0,     0.0,     0.0,    30.0,    34.3,    27.2,     5.9,    20.4
Paya Lebar,2024,4,24,     0.0,     0.0,     0.0,     0.0,    30.0,    33.3,    27.4,     7.6,    27.8
Paya Lebar,2024,4,25,     3.0,     3.0,     3.0,     3.0,    29.9,    35.6,    27.6,     6.1,    29.6
Paya Lebar,2024,4,26,     0.0,     0.0,     0.0,     0.0,    30.5,    36.4,    27.0,     5.9,    27.8
Paya Lebar,2024,4,27,     0.0,     0.0,     0.0,     0.0,    30.7,    34.1,    27.9,     6.2,    24.1
Paya Lebar,2024,4,28,    10.8,    10.2,    10.8,    10.8,    29.3,    33.5,    24.6,     7.9,    46.3
Paya Lebar,2024,4,29,     0.0,     0.0,     0.0,     0.0,    30.3,    34.8,    26.5,     7.1,    27.8
Paya Lebar,2024,4,30,     0.0,-,     0.0,     0.0,    30.6,    33.9,    27.8,     8.1,    22.2
