Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Marina Barrage,2024,1,1,10.4,4.6,5.6,6.4,-,-,-,8.3,24.8
Marina Barrage,2024,1,2,0,0,0,0,-,-,-,8,29.1
Marina Barrage,2024,1,3,0,0,0,0,-,-,-,10.1,32
Marina Barrage,2024,1,4,46.2,7.6,12.2,19.8,-,-,-,11.1,62.2
Marina Barrage,2024,1,5,6,4,4,4,-,-,-,10.9,35.2
Marina Barrage,2024,1,6,11.6,7.8,8,8,-,-,-,7.2,24.8
Marina Barrage,2024,1,7,97.6,19.4,34.8,55,-,-,-,7.1,23.3
Marina Barrage,2024,1,8,0.6,0.6,0.6,0.6,-,-,-,6.4,25.6
Marina Barrage,2024,1,9,0.8,0.6,0.8,0.8,-,-,-,9.2,31.7
Marina Barrage,2024,1,10,37,7,11,16.8,-,-,-,9.7,46.1
Marina Barrage,2024,1,11,3.2,1.6,1.6,1.8,-,-,-,9.1,38.2
Marina Barrage,2024,1,12,6,3,3.8,4.4,-,-,-,10.2,32.8
Marina Barrage,2024,1,13,0,0,0,0,-,-,-,6.3,27.8
Marina Barrage,2024,1,14,0,0,0,0,-,-,-,11.5,42.8
Marina Barrage,2024,1,15,1.8,1,1,1,-,-,-,10.6,31.3
Marina Barrage,2024,1,16,14.8,5.4,7.8,13.6,-,-,-,10.3,40.7
Marina Barrage,2024,1,17,7,2.8,4,4.2,-,-,-,11.9,41.9
Marina Barrage,2024,1,18,7.4,2.2,3.2,4.4,-,-,-,9.9,38.2
Marina Barrage,2024,1,19,22.6,9.2,13.6,16,-,-,-,7.2,35.6
Marina Barrage,2024,1,20,8.4,1.4,2.4,4,-,-,-,9.3,30.6
Marina Barrage,2024,1,21,1,1,1,1,-,-,-,8.5,24.1
Marina Barrage,2024,1,22,0,0,0,0,-,-,-,8.5,24.4
Marina Barrage,2024,1,23,0,0,0,0,-,-,-,8,25.6
Marina Barrage,2024,1,24,72.8,20.2,28.4,46.8,-,-,-,7.3,40
Marina Barrage,2024,1,25,19,9.8,12.8,13.8,-,-,-,9.2,48.9
Marina Barrage,2024,1,26,0,0,0,0,-,-,-,12.3,41.9
Marina Barrage,2024,1,27,0.2,0.2,0.2,0.2,-,-,-,13.1,42
Marina Barrage,2024,1,28,1,0.8,1,1,-,-,-,13.1,36.7
Marina Barrage,2024,1,29,0,0,0,0,-,-,-,13.4,40.7
Marina Barrage,2024,1,30,0,0,0,0,-,-,-,11.5,37
Marina Barrage,2024,1,31,0,0,0,0,-,-,-,10.5,32.4
