Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Paya Lebar,2024,6,1,    16.4,     6.2,     9.4,    11.4,    27.3,    29.5,    25.1,     7.7,    22.2
Paya Lebar,2024,6,2,     1.8,     0.8,     1.0,     1.4,    27.4,    31.6,    25.5,     5.0,    22.2
Paya Lebar,2024,6,3,     0.0,     0.0,     0.0,     0.0,    28.7,    33.1,    25.7,     5.2,    25.9
Paya Lebar,2024,6,4,     0.0,     0.0,     0.0,     0.0,    29.4,    33.3,    26.3,     6.3,    31.5
Paya Lebar,2024,6,5,     0.0,     0.0,     0.0,     0.0,    30.3,    33.5,    27.3,     8.4,    22.2
Paya Lebar,2024,6,6,    18.6,    10.8,    16.8,    18.6,    28.9,    33.8,    25.1,     6.4,    29.6
Paya Lebar,2024,6,7,     1.0,     0.8,     1.0,     1.0,    28.6,    32.6,    25.8,     4.9,    25.9
Paya Lebar,2024,6,8,     0.0,     0.0,     0.0,     0.0,    28.8,    32.5,    26.8,     5.6,    24.1
Paya Lebar,2024,6,9,    17.8,    11.6,    17.8,    17.8,    28.9,    32.5,    25.0,     7.3,    35.2
Paya Lebar,2024,6,10,     9.0,     6.4,     6.8,     6.8,    28.9,    32.7,    26.4,     5.7,    22.2
Paya Lebar,2024,6,11,     0.0,     0.0,     0.0,     0.0,    29.3,    34.9,    26.5,     5.8,    25.9
Paya Lebar,2024,6,12,     4.4,     4.4,     4.4,     4.4,    28.7,    31.9,    25.5,     5.5,    22.2
Paya Lebar,2024,6,13,     0.2,     0.2,     0.2,     0.2,    29.8,    34.6,    26.2,     5.2,    24.1
Paya Lebar,2024,6,14,    13.4,    13.0,    13.2,    13.4,    28.4,    33.1,    23.9,     4.8,    38.9
Paya Lebar,2024,6,15,     0.4,     0.4,     0.4,     0.4,    28.6,    32.7,    26.0,     4.7,    29.6
Paya Lebar,2024,6,16,    12.4,     4.8,     5.6,     6.4,    28.3,    32.2,    23.6,     7.5,    25.9
Paya Lebar,2024,6,17,     0.0,     0.0,     0.0,     0.0,    29.3,    33.9,    26.7,     6.9,    50.0
Paya Lebar,2024,6,18,     1.6,     1.0,     1.0,     1.0,    28.5,    32.4,    25.9,     6.3,    37.0
Paya Lebar,2024,6,19,     0.0,     0.0,     0.0,     0.0,    28.8,    30.7,    26.7,     9.0,    29.6
Paya Lebar,2024,6,20,     8.8,     6.8,     6.8,     6.8,    29.3,    33.1,    25.4,     8.2,    31.5
Paya Lebar,2024,6,21,    47.6,    19.0,    20.2,    32.8,    27.5,    30.3,    22.7,    11.3,    31.5
Paya Lebar,2024,6,22,    46.4,    15.0,    26.0,    39.0,    26.4,    28.6,    23.1,     8.6,    33.3
Paya Lebar,2024,6,23,     0.0,     0.0,     0.0,     0.0,    28.3,    32.1,    25.3,     7.6,    29.6
Paya Lebar,2024,6,24,     0.2,     0.2,     0.2,     0.2,    29.3,    32.7,    26.7,     8.9,    33.3
Paya Lebar,2024,6,25,     0.0,     0.0,     0.0,     0.0,    29.7,    33.3,    26.9,     8.0,    31.5
Paya Lebar,2024,6,26,     0.0,     0.0,     0.0,     0.0,    30.0,    34.2,    26.9,     8.0,    27.8
Paya Lebar,2024,6,27,     0.0,     0.0,     0.0,     0.0,    28.9,    31.7,    26.8,     6.7,    22.2
Paya Lebar,2024,6,28,     0.0,     0.0,     0.0,     0.0,    28.9,    33.9,    26.4,     5.7,    29.6
Paya Lebar,2024,6,29,     9.6,     4.8,     8.4,     9.6,    28.5,    31.4,    25.2,     5.3,    27.8
Paya Lebar,2024,6,30,    26.8,    15.0,    18.4,    23.4,    26.4,    28.4,    23.5,     4.8,    29.6
