Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Tai Seng,2024,2,1,     0.0,     0.0,     0.0,     0.0,    28.2,    31.8,    26.2,    14.3,    37.4
Tai Seng,2024,2,2,     0.6,     0.6,     0.6,     0.6,    28.3,    31.5,    26.3,    13.4,    37.4
Tai Seng,2024,2,3,     0.0,     0.0,     0.0,     0.0,    28.5,    32.9,    26.3,    12.9,    40.0
Tai Seng,2024,2,4,     0.0,     0.0,     0.0,     0.0,    28.7,    33.0,    26.3,    11.4,    29.4
Tai Seng,2024,2,5,     0.0,     0.0,     0.0,     0.0,    28.6,    32.4,    26.0,    14.0,    39.3
Tai Seng,2024,2,6,    31.0,    29.0,    30.6,    31.0,    28.3,    32.9,    25.6,    10.4,    34.6
Tai Seng,2024,2,7,     0.2,     0.2,     0.2,     0.2,    28.6,    32.2,    26.7,    12.6,    35.9
Tai Seng,2024,2,8,     1.8,     1.0,     1.6,     1.8,    28.5,    32.8,    26.6,     9.9,    29.4
Tai Seng,2024,2,9,     7.0,     4.8,     5.4,     5.4,    27.8,    32.4,    26.1,    12.0,    33.2
Tai Seng,2024,2,10,    12.8,     5.4,     8.2,    11.8,    27.8,    32.0,    25.1,    13.2,    35.0
Tai Seng,2024,2,11,     9.2,     7.4,     9.0,     9.0,    28.0,    31.9,    24.9,    15.6,    46.5
Tai Seng,2024,2,12,     5.2,     1.6,     1.8,     9.0,    27.0,    29.2,    25.5,    13.7,    45.4
Tai Seng,2024,2,13,    12.2,     9.8,    10.2,    10.4,    27.1,    29.5,    24.3,    15.0,    46.5
Tai Seng,2024,2,14,     0.8,     0.4,     0.4,     0.4,    28.0,    31.6,    25.7,    13.2,    48.2
Tai Seng,2024,2,15,     9.2,     7.8,     7.8,     8.2,    27.4,    29.7,    25.0,    13.5,    40.7
Tai Seng,2024,2,16,     1.2,     1.2,     1.2,     1.2,    28.0,    31.2,    26.7,    16.0,    44.6
Tai Seng,2024,2,17,     0.0,     0.0,     0.0,     0.0,    28.1,    31.0,    26.3,    13.5,    40.7
Tai Seng,2024,2,18,     0.0,     0.0,     0.0,     0.0,    28.5,    32.5,    26.2,    12.7,    32.8
Tai Seng,2024,2,19,     0.0,     0.0,     0.0,     0.0,    28.8,    32.9,    26.5,    13.0,    35.2
Tai Seng,2024,2,20,     0.0,     0.0,     0.0,     0.0,    29.0,    32.9,    26.6,    12.3,    29.1
Tai Seng,2024,2,21,    17.6,    17.4,    17.6,    17.6,    28.5,    33.1,    25.2,    11.1,    30.2
Tai Seng,2024,2,22,     0.0,     0.0,     0.0,     0.0,    28.6,    33.0,    26.4,     9.3,    27.0
Tai Seng,2024,2,23,     0.0,     0.0,     0.0,     0.0,    28.5,    31.9,    26.4,    13.7,    34.3
Tai Seng,2024,2,24,     0.0,     0.0,     0.0,     0.0,    28.5,    32.1,    26.9,    14.1,    35.6
Tai Seng,2024,2,25,     0.0,     0.0,     0.0,     0.0,    28.8,    32.6,    26.4,    14.4,    35.6
Tai Seng,2024,2,26,     0.0,     0.0,     0.0,     0.0,    28.8,    32.2,    26.6,    15.7,    42.0
Tai Seng,2024,2,27,     0.2,     0.2,     0.2,     0.2,    28.4,    30.5,    27.2,    14.3,    35.6
Tai Seng,2024,2,28,     0.0,     0.0,     0.0,     0.0,    28.8,    32.1,    26.9,    16.4,    41.1
Tai Seng,2024,2,29,     0.0,     0.0,     0.0,     0.0,    29.3,    33.8,    27.0,    16.0,    41.5
