Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Tai Seng,2024,4,1,     0.0,     0.0,     0.0,     0.0,    29.4,    32.5,    27.6,     7.5,    28.5
Tai Seng,2024,4,2,     0.0,     0.0,     0.0,     0.0,    31.0,    34.9,    28.4,     6.4,    24.8
Tai Seng,2024,4,3,     0.0,     0.0,     0.0,     0.0,    30.4,    34.1,    29.0,     7.4,    29.1
Tai Seng,2024,4,4,    47.6,    20.6,    39.8,    47.6,    29.0,    34.0,    24.6,     7.5,    34.3
Tai Seng,2024,4,5,     0.0,     0.0,     0.0,     0.0,    29.9,    33.8,    27.4,     7.7,    28.2
Tai Seng,2024,4,6,     0.0,     0.0,     0.0,     0.0,    30.1,    34.0,    27.5,     9.9,    31.7
Tai Seng,2024,4,7,     0.2,     0.2,     0.2,     0.2,    30.1,    33.9,    28.1,    10.9,    32.8
Tai Seng,2024,4,8,     6.2,     6.0,     6.0,     6.0,    29.7,    33.0,    25.0,     6.8,    41.9
Tai Seng,2024,4,9,     0.0,     0.0,     0.0,     0.0,    30.6,    34.8,    27.8,     9.6,    36.3
Tai Seng,2024,4,10,     8.8,     8.4,     8.4,     8.4,    29.1,    33.0,    26.5,     9.7,    35.2
Tai Seng,2024,4,11,    10.0,     4.8,     5.0,     5.2,    29.0,    32.0,    26.0,    12.3,    43.2
Tai Seng,2024,4,12,    69.8,    27.2,    42.2,    51.0,    26.4,    29.0,    24.2,    11.3,    34.3
Tai Seng,2024,4,13,     0.0,     0.0,     0.0,     0.0,    29.3,    33.4,    26.4,     9.7,    32.8
Tai Seng,2024,4,14,     0.4,     0.2,     0.4,     0.4,    28.8,    31.9,    27.5,     9.6,    31.3
Tai Seng,2024,4,15,     0.6,     0.4,     0.4,     0.6,    29.3,    33.0,    27.7,     8.2,    28.5
Tai Seng,2024,4,16,    14.4,    11.8,    13.0,    13.2,    27.7,    28.9,    26.3,     7.5,    29.4
Tai Seng,2024,4,17,     1.0,     0.8,     1.0,     1.0,    28.8,    32.9,    26.7,     6.0,    27.8
Tai Seng,2024,4,18,     3.0,     2.0,     2.8,     2.8,    29.3,    33.6,    25.9,     7.1,    23.3
Tai Seng,2024,4,19,     1.4,     1.2,     1.2,     1.2,    29.7,    33.6,    26.5,     7.3,    20.6
Tai Seng,2024,4,20,    21.2,     8.2,    12.8,    13.6,    28.7,    32.4,    25.1,     8.8,    34.6
Tai Seng,2024,4,21,    17.6,    14.4,    17.6,    17.6,    29.3,    33.2,    25.9,     8.1,    40.4
Tai Seng,2024,4,22,     0.4,     0.4,     0.4,     0.4,    29.9,    33.8,    27.8,     7.7,    24.1
Tai Seng,2024,4,23,     0.0,     0.0,     0.0,     0.0,    30.6,    34.0,    28.1,     7.6,    22.6
Tai Seng,2024,4,24,     0.0,     0.0,     0.0,     0.0,    30.6,    33.8,    28.6,     7.5,    33.9
Tai Seng,2024,4,25,     2.0,     2.0,     2.0,     2.0,    30.6,    34.9,    28.9,     7.8,    25.2
Tai Seng,2024,4,26,     0.0,     0.0,     0.0,     0.0,    30.7,    35.8,    28.2,     9.7,    35.0
Tai Seng,2024,4,27,     0.0,     0.0,     0.0,     0.0,    31.2,    35.5,    28.7,     8.8,    21.7
Tai Seng,2024,4,28,     9.6,     8.6,     9.6,     9.6,    30.0,    33.8,    25.8,     7.5,    31.7
Tai Seng,2024,4,29,     0.0,     0.0,     0.0,     0.0,    31.1,    35.4,    28.5,     8.7,    25.2
Tai Seng,2024,4,30,     0.0,-,     0.0,     0.0,    31.0,    34.3,    29.2,     7.3,    23.3
