Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Marina Barrage,2024,9,1,0,0,0,0,-,-,-,5.4,23.3
Marina Barrage,2024,9,2,0,0,0,0,-,-,-,8.4,27
Marina Barrage,2024,9,3,-,-,-,-,-,-,-,6,35.6
Marina Barrage,2024,9,4,-,-,-,-,-,-,-,7.3,42.4
Marina Barrage,2024,9,5,-,-,-,-,-,-,-,6.9,33.5
Marina Barrage,2024,9,6,-,-,-,-,-,-,-,7.9,26.3
Marina Barrage,2024,9,7,-,-,-,-,-,-,-,8.5,43.2
Marina Barrage,2024,9,8,-,-,-,-,-,-,-,6.7,30.6
Marina Barrage,2024,9,9,-,-,-,-,-,-,-,5.8,35
Marina Barrage,2024,9,10,-,-,-,-,-,-,-,7,40.4
Marina Barrage,2024,9,11,-,-,-,-,-,-,-,6.1,27
Marina Barrage,2024,9,12,-,-,-,-,-,-,-,9,33.2
Marina Barrage,2024,9,13,0,-,-,-,-,-,-,7.9,24.4
Marina Barrage,2024,9,14,39.5,7,13,23.5,-,-,-,7.1,41.1
Marina Barrage,2024,9,15,1.5,0.5,0.5,1,-,-,-,5.1,42
Marina Barrage,2024,9,16,0,0,0,0,-,-,-,8.5,27.8
Marina Barrage,2024,9,17,-,-,-,-,-,-,-,9.5,62.2
Marina Barrage,2024,9,18,-,-,-,-,-,-,-,10.1,33.2
Marina Barrage,2024,9,19,-,-,-,-,-,-,-,7.4,28.5
Marina Barrage,2024,9,20,-,-,-,-,-,-,-,7.8,39.6
Marina Barrage,2024,9,21,-,-,-,-,-,-,-,3.9,45.4
Marina Barrage,2024,9,22,-,-,-,-,-,-,-,3.4,17.2
Marina Barrage,2024,9,23,-,-,-,-,-,-,-,5.6,24.4
Marina Barrage,2024,9,24,-,-,-,-,-,-,-,4.3,59.8
Marina Barrage,2024,9,25,-,-,-,-,-,-,-,4.8,32.8
Marina Barrage,2024,9,26,-,-,-,-,-,-,-,8.2,44.6
Marina Barrage,2024,9,27,-,-,-,-,-,-,-,5.5,18.7
Marina Barrage,2024,9,28,-,-,-,-,-,-,-,5.7,39.3
Marina Barrage,2024,9,29,-,-,-,-,-,-,-,4.6,25.6
Marina Barrage,2024,9,30,-,-,-,-,-,-,-,6.1,24.1
