Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Jurong (West),2024,3,1,     0.8,     0.8,     0.8,     0.8,    28.3,    33.4,    26.1,    19.9,    40.0
Jurong (West),2024,3,2,    10.6,     5.2,     5.2,     8.8,    27.8,    33.2,    25.8,    20.6,    40.0
Jurong (West),2024,3,3,    12.8,     6.6,     6.8,     6.8,    26.7,    30.0,    25.0,    18.8,    52.6
Jurong (West),2024,3,4,    49.6,    14.8,    22.6,    30.4,    26.9,    31.1,    24.6,    17.5,    42.4
Jurong (West),2024,3,5,    59.8,    29.6,    39.8,    52.4,-,-,-,    15.4,    35.2
Jurong (West),2024,3,6,     5.6,     3.0,     4.4,     5.6,    27.1,    33.9,    24.5,    15.8,    48.5
Jurong (West),2024,3,7,    15.8,    11.2,    14.6,    14.6,    27.9,    34.7,    25.8,    16.9,    39.6
Jurong (West),2024,3,8,     3.0,     1.2,     1.8,     3.0,    27.3,    29.9,    25.8,    16.6,    32.8
Jurong (West),2024,3,9,     0.0,     0.0,     0.0,     0.0,    28.5,    33.2,    25.7,    18.3,    38.5
Jurong (West),2024,3,10,     4.4,     2.6,     2.8,     3.0,    27.4,    30.9,    25.4,    17.4,    35.9
Jurong (West),2024,3,11,     0.0,     0.0,     0.0,     0.2,    28.4,    33.6,    25.1,    21.7,    42.0
Jurong (West),2024,3,12,     0.0,     0.0,     0.0,     0.0,    29.3,    34.8,    26.4,    22.8,    40.7
Jurong (West),2024,3,13,     0.0,     0.0,     0.0,     0.0,    29.1,    34.6,    25.4,    21.5,    41.9
Jurong (West),2024,3,14,     0.0,     0.0,     0.0,     0.0,    28.9,    35.3,    25.5,    20.8,    40.4
Jurong (West),2024,3,15,     0.0,     0.0,     0.0,     0.0,    28.7,    34.1,    25.6,    20.5,    40.4
Jurong (West),2024,3,16,     0.0,     0.0,     0.0,     0.0,    29.3,    35.3,    25.8,    20.6,    39.3
Jurong (West),2024,3,17,     0.0,     0.0,     0.0,     0.0,    29.4,    36.0,    25.8,    21.3,    46.9
Jurong (West),2024,3,18,    24.8,    10.4,    16.2,    24.4,    29.3,    35.7,    25.9,    20.3,    45.7
Jurong (West),2024,3,19,    27.2,    26.8,    27.2,    27.2,    28.6,    34.4,    24.8,    19.7,    60.2
Jurong (West),2024,3,20,     2.8,     2.8,     2.8,     2.8,    28.8,    32.3,    26.7,    20.7,    41.9
Jurong (West),2024,3,21,     0.0,     0.0,     0.0,     0.0,    29.0,    32.6,    26.8,    20.4,    42.4
Jurong (West),2024,3,22,     0.0,     0.0,     0.0,     0.0,    29.4,    34.9,    26.3,    19.8,    39.3
Jurong (West),2024,3,23,     0.0,     0.0,     0.0,     0.0,    29.7,    35.6,    26.6,    17.8,    37.4
Jurong (West),2024,3,24,     0.0,     0.0,     0.0,     0.0,    29.5,    36.1,    26.6,    17.8,    37.0
Jurong (West),2024,3,25,     0.0,     0.0,     0.0,     0.0,    29.8,    35.1,    26.8,    19.2,    37.8
Jurong (West),2024,3,26,     0.0,     0.0,     0.0,     0.0,    30.0,    35.1,    27.0,    21.1,    47.2
Jurong (West),2024,3,27,     0.0,     0.0,     0.0,     0.0,    29.9,    35.1,    26.1,    19.9,    41.5
Jurong (West),2024,3,28,     7.6,     7.6,     7.6,     7.6,    29.4,    34.0,    25.8,    19.0,    37.0
Jurong (West),2024,3,29,     0.0,     0.0,     0.0,     0.0,    30.5,    34.0,    27.9,    17.2,    36.7
Jurong (West),2024,3,30,     0.0,     0.0,     0.0,     0.0,    29.7,    35.8,    27.1,    17.3,    37.0
Jurong (West),2024,3,31,    18.6,    10.8,    15.6,    18.6,    28.8,    33.5,    26.3,    16.0,    33.9
