Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Pasir Panjang,2024,11,1,     0.0,     0.0,     0.0,     0.8,    29.2,    31.5,    26.6,    13.3,    48.2
Pasir Panjang,2024,11,2,     0.4,     0.2,     0.4,     0.4,    28.3,    29.9,    25.9,    11.9,    59.1
Pasir Panjang,2024,11,3,     2.8,     2.6,     2.8,     2.8,    28.8,    31.3,    27.6,     9.2,    28.2
Pasir Panjang,2024,11,4,     7.0,     4.4,     4.8,     6.4,    27.4,    29.0,    24.0,     6.3,    30.2
Pasir Panjang,2024,11,5,     0.0,     0.0,     0.0,     0.0,    28.7,    31.2,    26.9,     7.9,    32.4
Pasir Panjang,2024,11,6,    10.0,     6.0,     7.2,     8.6,    27.9,    30.4,    23.8,     9.5,    46.5
Pasir Panjang,2024,11,7,     0.0,     0.0,     0.0,     0.0,    28.0,    29.3,    26.7,     8.9,    32.0
Pasir Panjang,2024,11,8,    12.4,     4.0,     7.0,    10.6,    28.1,    30.6,    24.3,     8.6,    32.8
Pasir Panjang,2024,11,9,     9.4,     7.2,     8.4,     8.4,    28.3,    31.0,    25.7,     7.0,    41.1
Pasir Panjang,2024,11,10,     7.8,     4.2,     5.0,     5.6,    27.8,    30.7,    25.2,    11.4,    60.7
Pasir Panjang,2024,11,11,     0.2,     0.2,     0.2,     0.4,    28.4,    31.8,    26.8,     6.9,    22.0
Pasir Panjang,2024,11,12,     1.6,     1.6,     1.6,     1.6,    28.4,    31.8,    26.0,    10.1,    34.3
Pasir Panjang,2024,11,13,     0.0,     0.0,     0.0,     0.0,    28.0,    30.4,    27.0,     8.0,    32.8
Pasir Panjang,2024,11,14,     4.4,     4.2,     4.2,     4.2,    28.0,    31.5,    25.9,     6.8,    23.3
Pasir Panjang,2024,11,15,     0.0,     0.0,     0.0,     0.0,    28.4,    31.3,    26.8,     7.2,    29.4
Pasir Panjang,2024,11,16,    39.4,    27.0,    32.4,    39.0,    27.2,    31.3,    23.5,     7.8,    54.4
Pasir Panjang,2024,11,17,    34.8,    24.0,    32.6,    34.8,    26.8,    30.7,    23.7,     8.8,    49.3
Pasir Panjang,2024,11,18,    14.4,    11.6,    11.6,    14.2,    27.0,    30.2,    24.8,     9.4,    45.7
Pasir Panjang,2024,11,19,     4.4,     1.6,     2.6,     4.2,    26.9,    30.3,    25.3,     7.2,    28.5
Pasir Panjang,2024,11,20,     0.0,     0.0,     0.0,     0.0,    27.1,    29.4,    25.6,    10.7,    28.5
Pasir Panjang,2024,11,21,     3.8,     3.2,     3.4,     3.4,    27.5,    31.0,    25.5,     8.0,    33.9
Pasir Panjang,2024,11,22,    27.0,    17.8,    19.8,    22.2,    26.9,    32.2,    24.2,    10.1,    46.5
Pasir Panjang,2024,11,23,    10.8,     6.0,     6.0,     6.6,    27.5,    32.0,    24.9,     7.6,    28.5
Pasir Panjang,2024,11,24,    18.8,     8.8,    11.6,    16.6,    27.4,    32.1,    25.1,     7.8,    40.7
Pasir Panjang,2024,11,25,    16.2,    15.4,    16.2,    16.2,    27.8,    30.3,    25.3,     6.4,    26.3
Pasir Panjang,2024,11,26,     9.4,     2.2,     3.2,     5.0,    26.8,    30.2,    25.0,     8.0,    27.4
Pasir Panjang,2024,11,27,     3.6,     1.6,     2.6,     3.0,    26.6,    28.7,    25.7,    10.4,    41.5
Pasir Panjang,2024,11,28,    36.6,    16.8,    27.4,    32.8,    26.2,    28.2,    24.5,     6.5,    23.3
Pasir Panjang,2024,11,29,    54.8,    36.2,    44.2,    47.0,    25.7,    27.1,    23.9,     9.9,    53.7
Pasir Panjang,2024,11,30,     0.0,     0.0,     0.0,     0.0,    28.2,    31.3,    25.4,     9.8,    25.6
