Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Tai Seng,2024,1,1,    17.0,     6.0,    10.4,    11.4,    26.2,    28.4,    24.7,    11.4,    27.0
Tai Seng,2024,1,2,     0.0,     0.0,     0.0,     0.0,    27.7,    31.6,    25.1,    10.3,    34.3
Tai Seng,2024,1,3,     0.4,     0.4,     0.4,     0.4,    27.8,    31.6,    26.0,    10.3,    39.3
Tai Seng,2024,1,4,    54.8,    11.0,    14.8,    20.6,    25.3,    27.5,    23.9,    14.3,    38.5
Tai Seng,2024,1,5,     3.8,     1.6,     2.0,     2.4,    26.7,    30.0,    24.8,    12.4,    37.4
Tai Seng,2024,1,6,     3.6,     3.4,     3.4,     3.4,    28.0,    31.0,    25.7,    10.0,    37.0
Tai Seng,2024,1,7,    62.2,    14.4,    22.0,    27.8,    24.9,    27.7,    23.5,    11.5,    35.9
Tai Seng,2024,1,8,     1.2,     1.2,     1.2,     1.2,    27.0,    31.5,    24.0,     9.4,    31.3
Tai Seng,2024,1,9,     1.0,     0.4,     0.6,     0.8,    27.1,    29.8,    24.9,    10.7,    32.4
Tai Seng,2024,1,10,    45.6,     7.8,    13.8,    20.0,    26.5,    28.9,    24.6,    12.3,    46.5
Tai Seng,2024,1,11,     8.0,     7.4,     7.4,     7.4,    27.6,    29.8,    25.7,    11.6,    35.6
Tai Seng,2024,1,12,     7.4,     2.6,     3.0,     4.0,    25.6,    27.2,    23.8,    11.5,    43.5
Tai Seng,2024,1,13,     1.0,     0.8,     0.8,     1.0,    27.3,    31.1,    25.0,     8.2,    29.8
Tai Seng,2024,1,14,     0.0,     0.0,     0.0,     0.0,    28.0,    31.2,    26.5,    12.0,    35.9
Tai Seng,2024,1,15,     1.2,     1.2,     1.2,     1.2,    28.2,    31.3,    26.2,    13.1,    35.6
Tai Seng,2024,1,16,    15.4,     5.8,    10.8,    13.2,    27.1,    30.3,    23.9,    12.2,    42.4
Tai Seng,2024,1,17,     7.8,     3.4,     3.4,     4.4,    27.5,    31.1,    24.9,    15.0,    43.5
Tai Seng,2024,1,18,     5.0,     2.8,     3.0,     3.0,    27.4,    29.9,    25.3,    11.0,    45.4
Tai Seng,2024,1,19,    22.6,     7.8,    14.4,    17.4,    26.7,    30.7,    24.2,     9.3,    35.9
Tai Seng,2024,1,20,    13.6,     2.0,     3.8,     5.6,    24.9,    26.4,    24.0,    11.2,    37.4
Tai Seng,2024,1,21,     3.2,     2.0,     2.8,     3.2,    27.2,    32.4,    24.2,     8.2,    30.2
Tai Seng,2024,1,22,     0.0,     0.0,     0.0,     0.0,    28.2,    32.4,    25.6,     8.1,    24.4
Tai Seng,2024,1,23,     4.2,     3.8,     4.2,     4.2,    27.3,    33.6,    24.6,     9.0,    33.2
Tai Seng,2024,1,24,   109.2,    31.2,    37.4,    41.0,    26.8,    30.6,    24.7,    10.7,    34.6
Tai Seng,2024,1,25,     3.4,     1.2,     1.6,     8.4,    26.0,    29.9,    24.5,    11.2,    31.3
Tai Seng,2024,1,26,     0.0,     0.0,     0.0,     0.0,    28.0,    31.4,    25.6,    15.1,    43.2
Tai Seng,2024,1,27,     0.0,     0.0,     0.0,     0.0,    28.2,    31.3,    26.5,    16.8,    43.9
Tai Seng,2024,1,28,     1.8,     1.2,     1.2,     1.8,    27.9,    31.3,    26.4,    15.4,    45.7
Tai Seng,2024,1,29,     0.0,     0.0,     0.0,     0.0,    28.0,    31.2,    26.1,    16.7,    43.2
Tai Seng,2024,1,30,     0.4,     0.4,     0.4,     0.4,    27.8,    31.3,    26.0,    15.0,    36.7
Tai Seng,2024,1,31,     0.0,     0.0,     0.0,     0.0,    28.0,    32.3,    26.2,    14.2,    35.0
