Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Pasir Panjang,2024,10,1,    12.4,     8.0,    12.2,    12.2,    28.2,    29.7,    24.7,     9.7,    47.6
Pasir Panjang,2024,10,2,     0.0,     0.0,     0.0,     0.0,    29.5,    32.4,    28.3,     8.7,    24.4
Pasir Panjang,2024,10,3,     0.0,     0.0,     0.0,     0.0,    29.1,    31.4,    26.6,     8.6,    36.3
Pasir Panjang,2024,10,4,    16.4,     8.4,     8.4,     8.4,    27.9,    30.4,    25.0,     7.9,    27.4
Pasir Panjang,2024,10,5,     0.0,     0.0,     0.0,     0.2,    28.1,    30.4,    25.3,     7.5,    31.3
Pasir Panjang,2024,10,6,    11.6,     5.2,     6.2,     9.0,    27.8,    29.8,    23.8,    11.2,    59.1
Pasir Panjang,2024,10,7,     0.0,     0.0,     0.0,     0.0,    28.8,    31.8,    26.6,     8.6,    29.8
Pasir Panjang,2024,10,8,     0.0,     0.0,     0.0,     0.0,    29.0,    31.1,    27.7,     9.3,    44.3
Pasir Panjang,2024,10,9,    17.4,    17.4,    17.4,    17.4,    28.6,    30.8,    24.6,     7.9,    37.0
Pasir Panjang,2024,10,10,     0.0,     0.0,     0.0,     0.0,    29.0,    31.3,    27.5,     7.2,    25.6
Pasir Panjang,2024,10,11,     1.6,     1.0,     1.0,     1.4,    28.7,    30.7,    27.1,     8.4,    34.6
Pasir Panjang,2024,10,12,    13.6,     7.2,    10.8,    13.0,    27.6,    29.3,    25.1,     6.7,    28.5
Pasir Panjang,2024,10,13,     0.0,     0.0,     0.0,     0.0,    28.5,    31.1,    26.1,     9.7,    33.2
Pasir Panjang,2024,10,14,    70.2,    24.6,    33.4,    49.6,    26.4,    29.3,    24.1,     8.1,    39.3
Pasir Panjang,2024,10,15,    14.6,    14.2,    14.6,    14.6,    27.8,    31.3,    24.2,    11.3,    56.1
Pasir Panjang,2024,10,16,     0.4,     0.4,     0.4,     0.4,    28.6,    30.3,    26.4,     7.7,    37.4
Pasir Panjang,2024,10,17,     0.8,     0.8,     0.8,     0.8,    28.3,    29.9,    25.6,     6.4,    40.7
Pasir Panjang,2024,10,18,     0.0,     0.0,     0.0,     0.0,    28.3,    30.3,    26.3,     7.8,    23.3
Pasir Panjang,2024,10,19,     0.0,     0.0,     0.0,     0.0,    29.2,    32.2,    27.6,     7.7,    26.3
Pasir Panjang,2024,10,20,    10.8,     3.6,     5.0,     7.0,    28.0,    31.5,    23.3,     8.6,    76.3
Pasir Panjang,2024,10,21,     0.0,     0.0,     0.0,     0.0,    30.0,    32.8,    27.6,     8.3,    30.6
Pasir Panjang,2024,10,22,     0.0,     0.0,     0.0,     0.0,    30.2,    33.0,    28.2,     7.4,    22.6
Pasir Panjang,2024,10,23,     5.2,     5.2,     5.2,     5.2,    29.6,    31.9,    23.0,     8.1,    54.4
Pasir Panjang,2024,10,24,     0.0,     0.0,     0.0,     0.0,    29.6,    32.8,    28.1,     8.0,    27.8
Pasir Panjang,2024,10,25,     0.0,     0.0,     0.0,     0.0,    29.5,    31.6,    26.5,    12.4,    50.0
Pasir Panjang,2024,10,26,     0.0,     0.0,     0.0,     0.0,    30.1,    32.2,    28.1,    13.5,    37.8
Pasir Panjang,2024,10,27,     0.0,     0.0,     0.0,     0.0,    30.4,    32.4,    28.4,    12.9,    37.4
Pasir Panjang,2024,10,28,     0.0,     0.0,     0.0,     0.0,    30.3,    32.6,    28.6,    12.5,    33.2
Pasir Panjang,2024,10,29,     0.0,     0.0,     0.0,     0.0,    30.4,    33.0,    29.0,     9.8,    30.9
Pasir Panjang,2024,10,30,     0.0,     0.0,     0.0,     0.0,    30.1,    32.1,    28.0,    11.0,    27.8
Pasir Panjang,2024,10,31,     1.0,     0.8,     0.8,     0.8,    29.7,    31.5,    26.3,     9.4,    33.5
