Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Tai Seng,2024,5,1,    13.2,     8.2,     9.4,     9.4,    30.5,    35.2,    25.6,     8.5,    42.0
Tai Seng,2024,5,2,     1.0,     1.6,     9.8,    10.4,    29.7,    33.4,    26.6,     8.1,    37.0
Tai Seng,2024,5,3,     0.0,     0.0,     0.0,     0.0,    30.4,    33.5,    28.8,     7.1,    24.8
Tai Seng,2024,5,4,    87.0,    39.2,    56.8,    61.8,    27.1,    30.2,    24.4,     9.0,    32.0
Tai Seng,2024,5,5,     0.0,     0.0,     0.0,     0.0,    30.2,    34.4,    26.8,     7.6,    23.0
Tai Seng,2024,5,6,     0.2,     0.2,     0.2,     0.2,    30.8,    34.7,    28.9,     7.5,    26.7
Tai Seng,2024,5,7,    23.4,    19.6,    22.8,    22.8,    28.9,    31.8,    25.6,     8.5,    28.5
Tai Seng,2024,5,8,    10.0,     8.4,     9.6,    10.0,    28.7,    31.6,    25.3,     7.7,    26.7
Tai Seng,2024,5,9,     0.0,     0.0,     0.0,     0.0,    30.5,    34.7,    28.1,     6.9,    24.4
Tai Seng,2024,5,10,     5.0,     3.8,     5.0,     5.0,    30.0,    33.0,    26.6,     6.9,    31.7
Tai Seng,2024,5,11,     4.4,     4.4,     4.4,     4.4,    30.2,    34.2,    28.4,     7.6,    27.8
Tai Seng,2024,5,12,     0.8,     0.8,     0.8,     0.8,    29.8,    32.8,    28.5,     7.1,    32.8
Tai Seng,2024,5,13,    25.0,    12.6,    12.6,    12.6,    28.8,    33.9,    25.7,     7.4,    35.0
Tai Seng,2024,5,14,    41.2,    37.6,    40.8,    41.2,    29.1,    34.7,    23.5,     7.8,    55.7
Tai Seng,2024,5,15,     0.0,     0.0,     0.0,     0.0,    29.9,    33.4,    28.1,     7.4,    36.7
Tai Seng,2024,5,16,    17.0,     9.8,    10.6,    10.8,    28.5,    31.4,    24.9,     7.3,    33.2
Tai Seng,2024,5,17,     7.8,     7.8,     7.8,     7.8,    29.4,    33.2,    25.9,     6.7,    25.6
Tai Seng,2024,5,18,     1.0,     0.8,     0.8,     1.0,    29.7,    34.0,    28.3,     6.5,    23.0
Tai Seng,2024,5,19,     1.6,     1.6,     1.6,     1.6,    29.7,    33.0,    27.8,     7.7,    35.0
Tai Seng,2024,5,20,    11.6,     3.2,     5.2,     6.8,    28.5,    31.0,    26.1,     7.6,    28.9
Tai Seng,2024,5,21,     9.6,     9.6,     9.6,     9.6,    29.5,    32.0,    26.3,     7.5,    32.0
Tai Seng,2024,5,22,    18.4,     8.2,     9.6,    10.8,    28.5,    31.0,    26.0,     7.7,    33.5
Tai Seng,2024,5,23,     1.4,     0.8,     1.2,     1.2,    29.1,    33.6,    26.8,     8.1,    32.4
Tai Seng,2024,5,24,     1.2,     0.4,     0.8,     1.0,    28.6,    32.7,    25.6,     7.7,    25.2
Tai Seng,2024,5,25,     6.2,     2.4,     2.4,     3.2,    28.4,    33.3,    26.1,     7.9,    32.8
Tai Seng,2024,5,26,     0.0,     0.0,     0.0,     0.0,    29.9,    33.2,    27.3,     6.6,    23.3
Tai Seng,2024,5,27,     0.0,     0.0,     0.0,     0.0,    30.8,    34.1,    29.3,     7.4,    28.9
Tai Seng,2024,5,28,     0.0,     0.0,     0.0,     0.0,    30.4,    32.8,    28.4,     7.7,    40.4
Tai Seng,2024,5,29,     0.0,     0.0,     0.0,     0.0,    30.9,    35.1,    28.7,     7.7,    28.2
Tai Seng,2024,5,30,     0.0,     0.0,     0.0,     0.0,    30.2,    32.3,    28.5,     8.3,    35.0
Tai Seng,2024,5,31,     0.0,     0.0,     0.0,     0.0,    30.1,    33.1,    28.8,     6.9,    22.6
