Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Jurong (West),2024,4,1,     0.0,     0.0,     0.0,     0.0,    29.3,    34.1,    26.7,    17.4,    34.3
Jurong (West),2024,4,2,     0.0,     0.0,     0.0,     0.0,    30.7,    35.2,    27.9,    15.4,    39.3
Jurong (West),2024,4,3,    41.6,    25.6,    41.0,    41.6,    29.2,    34.0,    24.6,    13.5,    42.0
Jurong (West),2024,4,4,    29.8,    18.6,    28.0,    29.8,    28.7,    33.7,    26.6,    15.1,    33.9
Jurong (West),2024,4,5,     0.0,     0.0,     0.0,     0.0,    29.9,    35.3,    25.9,    14.6,    35.2
Jurong (West),2024,4,6,     0.0,     0.0,     0.0,     0.0,    30.3,    36.2,    27.3,    13.5,    40.7
Jurong (West),2024,4,7,     0.0,     0.0,     0.0,     0.0,    30.1,    35.8,    27.8,    14.0,    41.1
Jurong (West),2024,4,8,    40.4,    37.6,    40.2,    40.4,    29.0,    32.9,    23.7,    13.1,    53.0
Jurong (West),2024,4,9,     0.0,     0.0,     0.0,     0.0,    29.9,    35.0,    26.7,    15.2,    35.2
Jurong (West),2024,4,10,    29.8,    15.6,    22.6,    24.4,    27.6,    32.1,    25.7,    14.9,    44.6
Jurong (West),2024,4,11,     3.6,     1.6,     1.6,     1.6,    28.2,    31.7,    26.0,    14.1,    41.9
Jurong (West),2024,4,12,    29.4,     7.0,     9.8,    15.0,    26.3,    28.0,    25.0,    14.5,    35.6
Jurong (West),2024,4,13,     0.4,     0.4,     0.4,     0.4,    28.3,    34.5,    25.8,    15.0,    44.3
Jurong (West),2024,4,14,    23.2,    22.2,    23.0,    23.2,    28.3,    34.8,    25.1,    14.1,    41.9
Jurong (West),2024,4,15,     0.0,     0.0,     0.0,     0.0,    29.3,    34.1,    26.9,    13.0,    43.2
Jurong (West),2024,4,16,     0.2,     0.2,     0.2,     0.2,    28.2,    30.0,    27.2,    11.3,    33.2
Jurong (West),2024,4,17,    36.0,    19.8,    33.2,    35.8,    28.2,    33.1,    24.7,    13.9,    42.8
Jurong (West),2024,4,18,     0.0,     0.0,     0.0,     0.0,    29.6,    33.9,    26.3,    15.5,    35.0
Jurong (West),2024,4,19,     0.0,     0.0,     0.0,     0.0,    29.5,    32.6,    27.0,    13.9,    35.6
Jurong (West),2024,4,20,     1.0,     0.8,     1.0,     1.0,    28.6,    32.1,    27.2,    13.9,    42.8
Jurong (West),2024,4,21,     0.0,     0.0,     0.0,     0.0,    29.1,    34.3,    26.7,    13.6,    35.6
Jurong (West),2024,4,22,     8.2,     3.2,     3.4,     4.4,    28.8,    34.1,    26.1,    14.3,    37.4
Jurong (West),2024,4,23,    20.8,     9.4,    10.8,    11.0,    29.4,    34.0,    26.5,    13.6,    32.8
Jurong (West),2024,4,24,     0.0,     0.0,     0.0,     0.0,    29.8,    33.7,    27.2,    15.4,    38.2
Jurong (West),2024,4,25,     1.0,     1.0,     1.0,     1.0,    30.3,    35.8,    28.3,    14.2,    35.9
Jurong (West),2024,4,26,     2.0,     2.0,     2.0,     2.0,    29.6,    34.8,    27.1,    13.0,    36.3
Jurong (West),2024,4,27,     0.2,     0.2,     0.2,     0.2,    29.9,    34.7,    27.2,    14.2,    33.2
Jurong (West),2024,4,28,     0.0,     0.0,     0.0,     0.0,    29.7,    33.6,    28.0,    15.2,    40.0
Jurong (West),2024,4,29,     0.0,     0.0,     0.0,     0.0,    30.5,    34.9,    27.1,    13.9,    35.0
Jurong (West),2024,4,30,     0.0,-,     0.0,     0.0,    30.7,    34.2,    28.3,    14.1,    36.7
