Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Marina Barrage,2024,10,1,-,-,-,-,-,-,-,6.2,32.4
Marina Barrage,2024,10,2,-,-,-,-,-,-,-,3.8,22.6
Marina Barrage,2024,10,3,-,-,-,-,-,-,-,4.5,28.9
Marina Barrage,2024,10,4,-,-,-,-,-,-,-,5,21.7
Marina Barrage,2024,10,5,-,-,-,-,-,-,-,5,23.7
Marina Barrage,2024,10,6,-,-,-,-,-,-,-,6.5,47.2
Marina Barrage,2024,10,7,-,-,-,-,-,-,-,6,25.2
Marina Barrage,2024,10,8,-,-,-,-,-,-,-,4.1,42
Marina Barrage,2024,10,9,-,-,-,-,-,-,-,4.8,41.1
Marina Barrage,2024,10,10,-,-,-,-,-,-,-,3.4,28.5
Marina Barrage,2024,10,11,0.2,-,-,-,-,-,-,4.7,22
Marina Barrage,2024,10,12,0.2,0.2,0.2,0.2,-,-,-,3.8,23.7
Marina Barrage,2024,10,13,0,0,0,0,-,-,-,7.4,29.1
Marina Barrage,2024,10,14,111,39.2,55.6,60.6,-,-,-,5.1,39.6
Marina Barrage,2024,10,15,-,-,-,-,-,-,-,-,-
Marina Barrage,2024,10,16,-,-,-,-,-,-,-,-,-
Marina Barrage,2024,10,17,4,-,-,-,-,-,-,3.9,42.8
Marina Barrage,2024,10,18,2.4,2.4,2.4,2.4,-,-,-,5,24.8
Marina Barrage,2024,10,19,0,0,0,0,-,-,-,4.2,30.2
Marina Barrage,2024,10,20,17.2,8,10.8,13.4,-,-,-,4.7,41.9
Marina Barrage,2024,10,21,0,0,0,0,-,-,-,5,24.4
Marina Barrage,2024,10,22,0,0,0,0,-,-,-,6,25.9
Marina Barrage,2024,10,23,5,5,5,5,-,-,-,6,26.3
Marina Barrage,2024,10,24,0,0,0,0,-,-,-,4.1,23.3
Marina Barrage,2024,10,25,4.6,4.6,4.6,4.6,-,-,-,7,33.5
Marina Barrage,2024,10,26,0,0,0,0,-,-,-,8.1,26.7
Marina Barrage,2024,10,27,0,0,0,0,-,-,-,8.3,29.4
Marina Barrage,2024,10,28,0,0,0,0,-,-,-,7.4,27
Marina Barrage,2024,10,29,0,0,0,0,-,-,-,-,-
Marina Barrage,2024,10,30,0,0,0,0,-,-,-,6.5,25.9
Marina Barrage,2024,10,31,4.2,4,4.2,4.2,-,-,-,6.1,29.1
