Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Newton,2024,6,1,     9.6,     4.4,     4.4,     5.8,    26.9,    29.2,    24.9,     6.3,    34.6
Newton,2024,6,2,     4.6,     2.4,     3.2,     4.4,    27.1,    31.2,    25.1,     4.9,    21.3
Newton,2024,6,3,     0.2,     0.2,     0.2,     0.2,    27.9,    32.4,    25.4,     4.4,    28.2
Newton,2024,6,4,     0.0,     0.0,     0.0,     0.0,    28.8,    33.0,    26.8,     6.0,    25.9
Newton,2024,6,5,     0.0,     0.0,     0.0,     0.0,    29.6,    33.1,    27.2,     7.8,    24.8
Newton,2024,6,6,    13.0,    12.0,    13.0,    13.0,    28.4,    33.6,    24.8,     7.9,    28.9
Newton,2024,6,7,     2.8,     2.8,     2.8,     2.8,    28.2,    32.2,    26.3,     5.0,    30.9
Newton,2024,6,8,     2.8,     2.8,     2.8,     2.8,    28.8,    32.2,    26.6,     5.7,    35.2
Newton,2024,6,9,     3.4,     1.6,     1.8,     1.8,    28.9,    31.6,    27.4,     6.3,    30.9
Newton,2024,6,10,     0.2,     0.2,     0.2,     0.2,    29.0,    31.8,    27.7,     6.3,    27.0
Newton,2024,6,11,     0.0,     0.0,     0.0,     0.0,    29.3,    34.2,    27.1,     5.6,    34.6
Newton,2024,6,12,    13.2,    11.4,    12.2,    13.2,    28.7,    31.2,    23.7,     5.2,    34.3
Newton,2024,6,13,     0.0,     0.0,     0.0,     0.0,    29.5,    35.1,    26.9,     4.5,    23.7
Newton,2024,6,14,     2.2,     2.0,     2.2,     2.2,    28.7,    33.1,    25.9,     6.0,    27.4
Newton,2024,6,15,    18.4,    17.8,    18.2,    18.4,    28.7,    31.1,    23.9,     4.2,    32.8
Newton,2024,6,16,    22.4,    18.2,    19.4,    20.6,    28.0,    32.0,    22.8,     6.4,    29.1
Newton,2024,6,17,     0.6,     0.4,     0.4,     0.6,    28.4,    32.5,    25.4,     6.8,    55.0
Newton,2024,6,18,     0.0,     0.0,     0.0,     0.0,    28.5,    31.7,    26.5,     5.7,    27.8
Newton,2024,6,19,     2.2,     2.2,     2.2,     2.2,    28.3,    29.8,    26.0,     7.2,    35.9
Newton,2024,6,20,     0.0,     0.0,     0.0,     0.0,    28.9,    32.5,    26.5,     5.8,    30.9
Newton,2024,6,21,    29.4,    14.0,    17.6,    22.0,    27.0,    29.3,    22.3,     7.9,    43.9
Newton,2024,6,22,    47.8,    21.8,    28.2,    38.4,    26.0,    28.0,    22.7,     8.5,    50.7
Newton,2024,6,23,     0.0,     0.0,     0.0,     0.0,    28.2,    31.5,    26.1,     7.7,    28.5
Newton,2024,6,24,     0.0,     0.0,     0.0,     0.0,    29.2,    32.6,    27.8,     8.5,    35.0
Newton,2024,6,25,     0.0,     0.0,     0.0,     0.0,    29.2,    33.1,    27.9,     9.9,    40.7
Newton,2024,6,26,    13.2,     8.8,    12.4,    13.2,    29.1,    32.9,    24.9,    11.3,    37.8
Newton,2024,6,27,     0.0,     0.0,     0.0,     0.0,    28.2,    30.8,    26.2,     8.0,    30.9
Newton,2024,6,28,     3.8,     1.8,     2.6,     3.8,    28.4,    31.1,    26.7,     5.2,    28.5
Newton,2024,6,29,    21.4,    12.0,    12.0,    18.6,    28.1,    31.5,    24.2,     5.8,    32.0
Newton,2024,6,30,    26.0,    11.6,    15.8,    21.2,    26.1,    28.3,    23.3,     5.6,    34.3
