Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Tai Seng,2024,11,1,     8.0,     7.6,     8.0,     8.0,    28.9,    34.6,    26.1,-,-
Tai Seng,2024,11,2,     0.6,     0.2,     0.2,     0.4,    28.3,    31.3,    26.8,-,-
Tai Seng,2024,11,3,     0.2,     0.2,     0.2,     0.2,    28.5,    33.4,    27.2,-,-
Tai Seng,2024,11,4,    36.6,    31.4,    35.2,    35.6,    27.6,    30.3,    23.8,-,-
Tai Seng,2024,11,5,     0.0,     0.0,     0.0,     0.0,    29.0,    32.7,    26.8,-,-
Tai Seng,2024,11,6,     0.0,     0.0,     0.0,     0.0,    28.3,    32.4,    25.6,-,-
Tai Seng,2024,11,7,     5.2,     4.8,     5.2,     5.2,    28.2,    31.7,    26.4,-,-
Tai Seng,2024,11,8,     8.4,     3.8,     5.6,     8.4,    29.1,    33.3,    24.7,-,-
Tai Seng,2024,11,9,     6.2,     5.4,     6.0,     6.0,    28.7,    32.4,    25.9,-,-
Tai Seng,2024,11,10,    43.2,    33.6,    39.6,    42.6,    28.0,    32.5,    24.2,-,-
Tai Seng,2024,11,11,     2.8,     1.8,     2.8,     2.8,    28.0,    34.3,    25.5,-,-
Tai Seng,2024,11,12,     1.6,     1.6,     1.6,     1.6,    28.3,    33.6,    26.3,-,-
Tai Seng,2024,11,13,    20.0,    13.8,    18.0,    20.0,    27.5,    31.8,    24.5,-,-
Tai Seng,2024,11,14,     1.0,     0.8,     1.0,     1.0,    28.3,    32.5,    26.0,-,-
Tai Seng,2024,11,15,     0.0,     0.0,     0.0,     0.0,    28.6,    32.5,    26.7,-,-
Tai Seng,2024,11,16,    42.0,    19.8,    26.4,    39.8,    27.3,    33.0,    24.5,-,-
Tai Seng,2024,11,17,     7.0,     3.8,     5.4,     6.8,    26.9,    33.3,    25.2,-,-
Tai Seng,2024,11,18,     4.4,     4.0,     4.0,     4.2,    27.2,    30.4,    25.9,-,-
Tai Seng,2024,11,19,     6.2,     2.6,     3.6,     4.6,    26.7,    29.1,    25.5,-,-
Tai Seng,2024,11,20,     0.2,     0.2,     0.2,     0.2,    26.9,    29.0,    25.8,-,-
Tai Seng,2024,11,21,     0.8,     0.6,     0.6,     0.6,    27.6,    32.4,    25.9,-,-
Tai Seng,2024,11,22,    66.8,    34.6,    51.6,    60.2,    26.7,    32.4,    23.5,-,-
Tai Seng,2024,11,23,    18.2,     9.6,     9.6,    13.8,    27.4,    32.7,    24.4,-,-
Tai Seng,2024,11,24,     0.2,     0.2,     0.2,     0.2,    28.2,    31.7,    26.3,-,-
Tai Seng,2024,11,25,     5.6,     4.2,     4.2,     4.2,    28.0,    31.0,    26.4,-,-
Tai Seng,2024,11,26,    27.0,    19.8,    19.8,    19.8,    26.6,    31.7,    24.7,-,-
Tai Seng,2024,11,27,     6.6,     2.0,     3.2,     4.8,    26.4,    30.3,    24.8,-,-
Tai Seng,2024,11,28,     4.0,     1.2,     1.6,     2.0,    26.6,    30.4,    24.9,-,-
Tai Seng,2024,11,29,    25.6,    12.8,    14.4,    17.6,    25.9,    27.4,    23.9,-,-
Tai Seng,2024,11,30,     0.0,     0.0,     0.0,     0.0,    28.3,    33.5,    25.3,-,-
