Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Marina Barrage,2024,4,1,10,9.8,9.8,9.8,-,-,-,5.1,29.8
Marina Barrage,2024,4,2,0,0,0,0.2,-,-,-,5.4,21.3
Marina Barrage,2024,4,3,0,0,0,0,-,-,-,4.5,28.5
Marina Barrage,2024,4,4,6.2,6.2,6.2,6.2,-,-,-,4.8,35
Marina Barrage,2024,4,5,0,0,0,0,-,-,-,5.9,24.1
Marina Barrage,2024,4,6,0,0,0,0,-,-,-,6.1,25.6
Marina Barrage,2024,4,7,0,0,0,0,-,-,-,7.8,28.2
Marina Barrage,2024,4,8,14.4,8.4,14.2,14.2,-,-,-,4.9,46.9
Marina Barrage,2024,4,9,0,0,0,0,-,-,-,6.2,28.2
Marina Barrage,2024,4,10,8.8,6,6.6,8.4,-,-,-,5.5,25.6
Marina Barrage,2024,4,11,6.4,1.6,2,3.2,-,-,-,8.7,38.9
Marina Barrage,2024,4,12,48.4,15.4,21,28.2,-,-,-,8.1,29.4
Marina Barrage,2024,4,13,0,0,0,0,-,-,-,6.7,29.8
Marina Barrage,2024,4,14,1,0.8,0.8,0.8,-,-,-,5.5,24.4
Marina Barrage,2024,4,15,2,2,2,2,-,-,-,5.2,21.7
Marina Barrage,2024,4,16,5,1.4,2,2.6,-,-,-,5.6,25.9
Marina Barrage,2024,4,17,2.4,2.2,2.2,2.2,-,-,-,5.4,35.6
Marina Barrage,2024,4,18,3,2.6,2.8,3,-,-,-,3.8,20.9
Marina Barrage,2024,4,19,0.2,0.2,0.2,0.2,-,-,-,4.5,19.8
Marina Barrage,2024,4,20,42,18.2,30.4,31.8,-,-,-,5,37.8
Marina Barrage,2024,4,21,0.2,0.2,0.2,0.2,-,-,-,5,29.1
Marina Barrage,2024,4,22,0,0,0,0,-,-,-,3.7,26.3
Marina Barrage,2024,4,23,0,0,0,0,-,-,-,2.8,14.8
Marina Barrage,2024,4,24,0,0,0,0,-,-,-,5.1,31.3
Marina Barrage,2024,4,25,0,0,0,0,-,-,-,3,20.2
Marina Barrage,2024,4,26,0,0,0,0,-,-,-,3.8,19.4
Marina Barrage,2024,4,27,0,0,0,0,-,-,-,3.1,17.2
Marina Barrage,2024,4,28,6.8,6.2,6.6,6.6,-,-,-,5.6,28.5
Marina Barrage,2024,4,29,0,0,0,0,-,-,-,4.1,21.3
Marina Barrage,2024,4,30,0,-,0,0,-,-,-,3,13.7
