Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Pasir Panjang,2024,1,1,     4.0,     2.4,     2.4,     2.6,    26.3,    29.0,    25.5,    16.8,    44.3
Pasir Panjang,2024,1,2,     0.0,     0.0,     0.0,     0.0,    27.9,    32.7,    25.3,    17.5,    43.9
Pasir Panjang,2024,1,3,     8.4,     8.4,     8.4,     8.4,    27.8,    31.7,    26.1,    18.1,    47.8
Pasir Panjang,2024,1,4,    38.4,     5.6,     7.8,    13.6,    25.7,    27.7,    24.0,    21.9,    50.7
Pasir Panjang,2024,1,5,     4.4,     1.6,     2.2,     2.8,    26.8,    30.0,    24.8,    17.5,    47.6
Pasir Panjang,2024,1,6,    13.2,     7.6,     8.8,     9.8,    27.3,    30.2,    25.4,    18.1,    43.2
Pasir Panjang,2024,1,7,    61.2,    17.2,    29.2,    37.4,    24.8,    27.0,    23.7,    18.3,    45.0
Pasir Panjang,2024,1,8,     0.6,     0.4,     0.4,     0.4,    26.7,    30.4,    24.1,    17.2,    46.5
Pasir Panjang,2024,1,9,     0.6,     0.4,     0.6,     0.6,    27.3,    30.4,    25.1,    17.5,    44.3
Pasir Panjang,2024,1,10,    63.0,    18.8,    24.4,    28.6,    26.5,    29.4,    24.0,    18.3,    47.2
Pasir Panjang,2024,1,11,     1.4,     1.2,     1.2,     1.2,    27.6,    29.9,    25.7,    18.2,    46.5
Pasir Panjang,2024,1,12,     2.8,     0.8,     1.4,     2.0,    25.9,    27.2,    24.0,    21.1,    53.0
Pasir Panjang,2024,1,13,     2.6,     2.4,     2.4,     2.4,    27.2,    30.5,    25.2,    19.8,    45.4
Pasir Panjang,2024,1,14,     0.0,     0.0,     0.0,     0.0,    28.0,    30.7,    26.2,    20.4,    49.6
Pasir Panjang,2024,1,15,     3.8,     2.2,     2.8,     2.8,    27.9,    31.8,    25.3,    19.0,    50.0
Pasir Panjang,2024,1,16,     1.0,     0.6,     0.8,     1.0,    27.1,    30.0,    24.7,    18.2,    52.6
Pasir Panjang,2024,1,17,    26.6,    19.4,    21.0,    24.6,    27.3,    30.9,    24.7,    14.9,    49.3
Pasir Panjang,2024,1,18,     7.4,     4.4,     5.0,     6.0,    27.1,    30.1,    25.7,    17.2,    52.2
Pasir Panjang,2024,1,19,     9.0,     4.2,     6.4,     8.2,    26.7,    30.1,    24.2,    19.9,    44.6
Pasir Panjang,2024,1,20,     4.6,     0.8,     1.0,     1.4,    25.4,    26.6,    24.3,    20.8,    43.9
Pasir Panjang,2024,1,21,     5.6,     4.4,     5.0,     5.2,    27.0,    31.4,    24.4,    19.1,    46.9
Pasir Panjang,2024,1,22,     0.0,     0.0,     0.0,     0.4,    27.8,    31.0,    25.5,    17.9,    41.1
Pasir Panjang,2024,1,23,     9.0,     9.0,     9.0,     9.0,    27.4,    32.2,    24.9,    16.8,    41.5
Pasir Panjang,2024,1,24,   116.0,    39.6,    62.8,    75.6,    26.5,    30.6,    23.5,    16.7,    56.5
Pasir Panjang,2024,1,25,     5.2,     1.8,     2.6,     5.4,    26.1,    30.0,    24.8,    15.9,    45.7
Pasir Panjang,2024,1,26,     0.0,     0.0,     0.0,     0.0,    28.1,    31.9,    25.6,    19.1,    54.8
Pasir Panjang,2024,1,27,     0.0,     0.0,     0.0,     0.0,    28.5,    31.8,    26.5,    22.5,    55.7
Pasir Panjang,2024,1,28,     3.4,     2.0,     3.0,     3.0,    27.9,    31.8,    25.9,    19.7,    51.9
Pasir Panjang,2024,1,29,     0.0,     0.0,     0.0,     0.0,    28.2,    32.2,    26.1,    18.7,    55.0
Pasir Panjang,2024,1,30,     0.4,     0.4,     0.4,     0.4,    27.9,    31.6,    25.9,    15.8,    45.4
Pasir Panjang,2024,1,31,     0.0,     0.0,     0.0,     0.0,    28.1,    32.6,    26.0,    15.0,    43.5
