Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Pasir Panjang,2024,5,1,     3.2,     3.0,     3.2,     3.2,    30.3,    33.4,    28.5,    11.5,    37.0
Pasir Panjang,2024,5,2,     0.2,     0.2,     0.2,     2.6,    29.7,    31.8,    28.6,    11.0,    29.8
Pasir Panjang,2024,5,3,     0.0,     0.0,     0.0,     0.0,    30.2,    32.6,    27.2,    12.9,    36.7
Pasir Panjang,2024,5,4,    46.0,    18.6,    30.8,    37.0,    27.4,    30.2,    24.0,-,-
Pasir Panjang,2024,5,5,     0.0,     0.0,     0.0,     0.0,    29.8,    31.7,    27.9,    13.0,    27.0
Pasir Panjang,2024,5,6,     0.0,     0.0,     0.0,     0.0,    30.7,    33.7,    29.0,    12.8,    33.5
Pasir Panjang,2024,5,7,     0.0,     0.0,     0.0,     0.0,    29.3,    30.4,    28.0,    10.4,    41.9
Pasir Panjang,2024,5,8,    51.8,    20.4,    27.2,    39.4,    28.0,    30.6,    24.5,    12.1,    43.5
Pasir Panjang,2024,5,9,     0.0,     0.0,     0.0,     0.0,    30.2,    33.1,    28.3,    12.5,    33.9
Pasir Panjang,2024,5,10,    19.4,    17.2,    19.4,    19.4,    29.5,    32.1,    25.8,    12.5,    44.3
Pasir Panjang,2024,5,11,     0.0,     0.0,     0.0,     0.0,    30.4,    32.6,    29.0,    11.7,    34.3
Pasir Panjang,2024,5,12,     3.4,     3.4,     3.4,     3.4,    29.5,    32.0,    27.1,    11.2,    33.2
Pasir Panjang,2024,5,13,    31.4,    25.4,    31.4,    31.4,    28.9,    32.0,    25.1,    11.4,    32.0
Pasir Panjang,2024,5,14,    21.2,    18.0,    21.0,    21.2,    28.8,    33.8,    24.6,    11.4,    48.2
Pasir Panjang,2024,5,15,     0.2,     0.2,     0.2,     0.2,    29.6,    31.9,    27.9,    13.9,    38.2
Pasir Panjang,2024,5,16,    19.6,     7.6,     8.2,    14.4,-,-,-,-,-
Pasir Panjang,2024,5,17,-,-,-,-,-,-,-,-,-
Pasir Panjang,2024,5,18,-,-,-,-,-,-,-,-,-
Pasir Panjang,2024,5,19,-,-,-,-,-,-,-,-,-
Pasir Panjang,2024,5,20,-,-,-,-,-,-,-,-,-
Pasir Panjang,2024,5,21,-,-,-,-,-,-,-,-,-
Pasir Panjang,2024,5,22,-,-,-,-,-,-,-,-,-
Pasir Panjang,2024,5,23,-,-,-,-,-,-,-,-,-
Pasir Panjang,2024,5,24,-,-,-,-,-,-,-,-,-
Pasir Panjang,2024,5,25,-,-,-,-,-,-,-,-,-
Pasir Panjang,2024,5,26,-,-,-,-,-,-,-,-,-
Pasir Panjang,2024,5,27,-,-,-,-,-,-,-,-,-
Pasir Panjang,2024,5,28,-,-,-,-,-,-,-,-,-
Pasir Panjang,2024,5,29,-,-,-,-,-,-,-,-,-
Pasir Panjang,2024,5,30,-,-,-,-,-,-,-,-,-
Pasir Panjang,2024,5,31,     0.0,-,-,-,    30.3,    32.4,    29.1,    12.6,    30.2
