Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Tai Seng,2024,12,1,     0.0,     0.0,     0.0,     0.0,    29.1,    34.0,    26.4,-,-
Tai Seng,2024,12,2,     1.2,     1.2,     1.2,     1.2,    28.2,    32.1,    26.3,-,-
Tai Seng,2024,12,3,    90.6,    37.4,    51.2,    75.8,    27.6,    32.2,    23.8,-,-
Tai Seng,2024,12,4,     1.6,     1.4,     1.4,     1.4,    28.3,    32.2,    26.1,-,-
Tai Seng,2024,12,5,     0.0,     0.0,     0.0,     0.0,    29.5,    33.2,    26.5,-,-
Tai Seng,2024,12,6,     0.0,     0.0,     0.0,     0.0,    30.1,    34.7,    27.2,-,-
Tai Seng,2024,12,7,     0.0,     0.0,     0.0,     0.0,    30.3,    35.5,    27.2,-,-
Tai Seng,2024,12,8,     2.0,     1.6,     1.6,     1.8,    28.8,    34.1,    26.6,-,-
Tai Seng,2024,12,9,     1.4,     0.6,     1.0,     1.2,    27.2,    31.9,    25.4,-,-
Tai Seng,2024,12,10,     0.0,     0.0,     0.0,     0.0,    27.7,    30.9,    25.5,-,-
Tai Seng,2024,12,11,    26.2,    15.6,    25.8,    26.0,    28.9,    34.0,    24.7,-,-
Tai Seng,2024,12,12,     0.0,     0.0,     0.0,     0.0,    28.5,    30.8,    26.5,-,-
Tai Seng,2024,12,13,     3.4,     1.8,     2.8,     3.2,    27.8,    29.6,    24.7,-,-
Tai Seng,2024,12,14,     0.6,     0.4,     0.4,     0.6,    29.3,    34.5,    26.3,-,-
Tai Seng,2024,12,15,    37.8,    35.6,    37.8,    37.8,    28.5,    34.1,    24.5,-,-
Tai Seng,2024,12,16,    30.6,    26.0,    29.4,    30.2,    28.0,    33.8,    24.4,-,-
Tai Seng,2024,12,17,     3.0,     3.0,     3.0,     3.0,    28.0,    32.0,    26.4,-,-
Tai Seng,2024,12,18,     3.4,     2.4,     2.8,     3.0,    26.7,    27.9,    25.9,-,-
Tai Seng,2024,12,19,     0.0,     0.0,     0.0,     0.0,    27.4,    29.3,    25.7,-,-
Tai Seng,2024,12,20,     0.8,     0.8,     0.8,     0.8,    27.3,    29.9,    25.7,-,-
Tai Seng,2024,12,21,     0.2,     0.2,     0.2,     0.2,    27.7,    31.3,    26.3,-,-
Tai Seng,2024,12,22,     0.0,     0.0,     0.0,     0.0,    27.9,    31.7,    26.4,-,-
Tai Seng,2024,12,23,    21.4,     4.2,     7.0,     9.2,    26.9,    31.0,    24.9,-,-
Tai Seng,2024,12,24,    10.0,     5.4,     5.4,     5.4,    26.6,    30.9,    24.9,-,-
Tai Seng,2024,12,25,     0.0,     0.0,     0.0,     0.0,    27.7,    31.0,    25.7,-,-
Tai Seng,2024,12,26,     0.2,     0.2,     0.2,     0.2,    27.8,    30.2,    25.8,-,-
Tai Seng,2024,12,27,     2.6,     2.6,     2.6,     2.6,    28.0,    31.8,    26.3,-,-
Tai Seng,2024,12,28,     0.0,     0.0,     0.0,     0.0,    28.4,    31.9,    26.1,-,-
Tai Seng,2024,12,29,    33.4,    31.6,    33.2,    33.2,    27.6,    31.7,    23.8,-,-
Tai Seng,2024,12,30,    16.8,     9.6,    15.4,    16.0,    26.6,    30.1,    23.6,-,-
Tai Seng,2024,12,31,    26.8,    24.0,    25.4,    25.8,    27.3,    31.3,    24.3,-,-
