Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Admiralty,2024,4,1,     0.6,     0.4,     0.4,     0.6,    29.0,    32.3,    26.6,     7.0,    25.6
Admiralty,2024,4,2,     0.0,     0.0,     0.0,     0.0,    30.5,    35.5,    27.8,     8.2,    25.9
Admiralty,2024,4,3,     0.0,     0.0,     0.0,     0.0,    29.2,    33.9,    26.5,     8.1,    32.0
Admiralty,2024,4,4,    31.8,    13.6,    22.2,    31.8,    28.3,    34.6,    25.7,     6.7,    39.6
Admiralty,2024,4,5,     0.0,     0.0,     0.0,     0.0,    29.6,    35.4,    26.5,     7.7,    27.0
Admiralty,2024,4,6,     0.0,     0.0,     0.0,     0.0,    29.8,    34.9,    27.1,    10.5,    32.0
Admiralty,2024,4,7,     7.0,     3.6,     3.6,     6.4,    29.3,    34.5,    27.0,    10.4,    28.5
Admiralty,2024,4,8,    29.2,    22.6,    27.2,    29.0,    28.8,    33.5,    24.3,     6.3,    50.0
Admiralty,2024,4,9,     0.0,     0.0,     0.0,     0.0,    30.0,    34.8,    26.4,     8.7,    35.2
Admiralty,2024,4,10,     7.4,     6.2,     7.0,     7.2,    28.4,    31.6,    26.8,     7.6,    30.9
Admiralty,2024,4,11,     6.6,     2.4,     2.4,     3.4,    28.3,    31.7,    25.8,    10.0,    38.2
Admiralty,2024,4,12,    22.6,     3.2,     5.8,    10.4,    26.1,    28.2,    24.6,     8.5,    28.2
Admiralty,2024,4,13,     0.0,     0.0,     0.0,     0.0,    28.9,    33.1,    25.6,    10.6,    36.7
Admiralty,2024,4,14,     1.0,     0.6,     0.8,     0.8,    28.2,    31.6,    27.1,     8.2,    35.2
Admiralty,2024,4,15,     0.0,     0.0,     0.0,     0.0,    28.7,    31.8,    26.8,     8.8,    29.8
Admiralty,2024,4,16,     0.4,     0.2,     0.4,     0.4,    27.8,    29.7,    26.7,     7.8,    25.6
Admiralty,2024,4,17,     0.0,     0.0,     0.0,     0.0,    28.2,    32.6,    26.3,     6.8,    35.6
Admiralty,2024,4,18,     0.0,     0.0,     0.0,     0.0,    29.2,    33.9,    26.2,     6.3,    24.4
Admiralty,2024,4,19,    16.6,    14.6,    16.4,    16.6,    28.9,    33.3,    25.7,     5.2,    30.9
Admiralty,2024,4,20,    46.6,    39.6,    46.2,    46.6,    28.0,    32.6,    24.5,     6.4,    35.2
Admiralty,2024,4,21,    10.6,     7.6,    10.4,    10.6,    28.6,    35.7,    25.6,     5.3,    48.5
Admiralty,2024,4,22,     4.8,     4.2,     4.8,     4.8,    28.9,    33.7,    26.5,     4.8,    34.3
Admiralty,2024,4,23,    16.4,    16.0,    16.2,    16.2,    29.5,    35.9,    26.9,     5.7,    30.6
Admiralty,2024,4,24,     0.4,     0.4,     0.4,     0.4,    29.9,    34.3,    27.0,     5.4,    22.6
Admiralty,2024,4,25,     0.0,     0.0,     0.0,     0.0,    30.3,    35.4,    28.0,     7.4,    39.6
Admiralty,2024,4,26,    22.2,    19.2,    22.0,    22.2,    29.4,    34.6,    24.8,     5.8,    33.9
Admiralty,2024,4,27,     1.0,     0.8,     0.8,     0.8,    29.6,    35.7,    27.1,     5.3,    30.9
Admiralty,2024,4,28,     1.0,     1.0,     1.0,     1.0,    29.6,    34.0,    27.5,     6.0,    46.1
Admiralty,2024,4,29,     0.0,     0.0,     0.0,     0.0,    30.4,    34.4,    26.8,     8.0,    35.6
Admiralty,2024,4,30,-,-,-,-,    30.5,    35.7,    26.1,     6.1,    32.4
