Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Newton,2024,11,1,     4.8,     4.4,     4.6,     4.6,    28.4,    32.9,    26.0,     6.5,    31.3
Newton,2024,11,2,     0.8,     0.6,     0.8,     0.8,    27.4,    29.8,    25.6,     5.7,    38.2
Newton,2024,11,3,    10.2,    10.0,    10.2,    10.2,    27.9,    31.8,    25.7,     5.1,    31.3
Newton,2024,11,4,    14.8,     7.2,    11.2,    13.6,    26.9,    30.0,    23.5,     3.8,    27.4
Newton,2024,11,5,     0.0,     0.0,     0.0,     0.0,    28.2,    32.4,    25.9,     4.7,    25.9
Newton,2024,11,6,     1.0,     0.8,     1.0,     1.0,    27.4,    31.9,    24.0,     5.0,    40.0
Newton,2024,11,7,     0.2,     0.2,     0.2,     0.2,    27.7,    31.2,    25.8,     4.6,    30.9
Newton,2024,11,8,     2.4,     1.2,     1.8,     2.2,    28.1,    31.7,    23.7,     4.8,    26.7
Newton,2024,11,9,    16.8,    10.6,    15.2,    16.2,    27.7,    32.8,    24.2,     3.9,    24.8
Newton,2024,11,10,    37.8,    28.2,    30.8,    34.4,    27.3,    32.3,    23.9,     6.1,    45.4
Newton,2024,11,11,     1.0,     0.8,     1.0,     1.0,    28.1,    33.9,    25.9,     3.7,    28.5
Newton,2024,11,12,     0.4,     0.4,     0.4,     0.4,    27.9,    32.7,    25.7,     4.6,    32.0
Newton,2024,11,13,    22.4,    12.8,    20.8,    22.4,    26.8,    32.1,    24.0,     3.8,    26.7
Newton,2024,11,14,    28.0,    19.8,    27.8,    28.0,    27.2,    33.6,    23.8,     4.1,    32.0
Newton,2024,11,15,     0.0,     0.0,     0.0,     0.0,    28.0,    33.6,    25.8,     3.8,    27.8
Newton,2024,11,16,    17.4,     6.2,    10.2,    16.8,    26.7,    33.6,    23.5,     4.2,    31.3
Newton,2024,11,17,    32.0,    21.2,    30.2,    31.8,    26.1,    32.5,    23.5,     5.3,    20.2
Newton,2024,11,18,     3.8,     3.6,     3.6,     3.6,    26.3,    29.6,    24.9,     5.0,    23.7
Newton,2024,11,19,     4.4,     1.8,     3.0,     3.8,    26.2,    30.4,    24.7,     3.7,    17.6
Newton,2024,11,20,     0.0,     0.0,     0.0,     0.0,    26.2,    29.9,    24.7,     5.4,    26.7
Newton,2024,11,21,     3.6,     3.0,     3.2,     3.6,    26.8,    32.7,    24.7,     4.8,    26.7
Newton,2024,11,22,    71.2,    33.0,    50.8,    66.4,    26.3,    32.8,    23.3,     5.3,    32.4
Newton,2024,11,23,     3.2,     1.4,     1.4,     2.0,    27.0,    32.8,    24.0,     4.7,    35.0
Newton,2024,11,24,    18.0,    17.4,    17.8,    18.0,    26.8,    32.6,    25.0,     4.8,    29.1
Newton,2024,11,25,    11.8,     7.8,    11.2,    11.2,    27.3,    31.6,    25.1,     3.3,    28.5
Newton,2024,11,26,    15.2,     6.4,     8.4,     9.2,    26.1,    30.8,    24.0,     4.4,    20.9
Newton,2024,11,27,     5.4,     2.0,     2.8,     3.6,    25.6,    28.5,    24.5,     4.9,    22.6
Newton,2024,11,28,     7.4,     3.2,     3.4,     3.4,    25.8,    28.9,    24.0,     3.3,    16.9
Newton,2024,11,29,    39.8,    22.8,    27.8,    29.8,    24.9,    26.6,    23.2,     5.5,    34.3
Newton,2024,11,30,     0.0,     0.0,     0.0,     0.0,    27.9,    33.6,    24.4,     5.0,    21.7
