Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Clementi,2024,7,1,     6.8,     5.0,     5.8,     6.4,    27.1,    32.6,    24.9,     2.4,    18.3
Clementi,2024,7,2,     1.6,     0.6,     0.6,     1.0,    28.5,    31.9,    26.5,     4.2,    25.6
Clementi,2024,7,3,     1.0,     1.0,     1.0,     1.0,    28.8,    31.4,    25.8,     5.8,    32.8
Clementi,2024,7,4,     0.0,     0.0,     0.0,     0.0,    29.5,    33.2,    27.4,     7.3,    31.3
Clementi,2024,7,5,    19.8,    12.8,    18.4,    19.8,    28.5,    33.3,    22.2,     2.7,    35.2
Clementi,2024,7,6,     0.2,     0.2,     0.2,     0.2,    28.5,    32.8,    26.2,     3.9,    16.1
Clementi,2024,7,7,     0.0,     0.0,     0.0,     0.2,    28.2,    32.8,    25.6,     3.8,    20.6
Clementi,2024,7,8,    14.8,     7.8,     7.8,    10.0,    26.6,    30.3,    24.5,     3.4,    19.1
Clementi,2024,7,9,     7.8,     7.4,     7.4,     7.6,    27.3,    30.1,    25.0,     5.7,    30.2
Clementi,2024,7,10,     0.2,     0.2,     0.2,     0.2,    28.3,    30.9,    26.1,     4.2,    24.1
Clementi,2024,7,11,     0.0,     0.0,     0.0,     0.0,    28.8,    31.0,    27.4,     7.8,    29.8
Clementi,2024,7,12,     1.4,     0.8,     1.0,     1.2,    27.5,    31.5,    25.4,     4.5,    19.8
Clementi,2024,7,13,     0.0,     0.0,     0.0,     0.0,    28.4,    31.9,    25.4,     6.8,    28.2
Clementi,2024,7,14,     0.4,     0.4,     0.4,     0.4,    28.6,    30.6,    26.2,     7.4,    28.9
Clementi,2024,7,15,     0.0,     0.0,     0.0,     0.0,    28.9,    31.4,    27.5,     8.9,    30.6
Clementi,2024,7,16,     0.0,     0.0,     0.0,     0.0,    28.9,    31.4,    27.4,     9.4,    37.4
Clementi,2024,7,17,     0.0,     0.0,     0.0,     0.0,    28.9,    30.9,    27.4,     8.4,    28.2
Clementi,2024,7,18,     0.0,     0.0,     0.0,     0.0,    29.2,    32.0,    27.4,     9.5,    39.3
Clementi,2024,7,19,     0.0,     0.0,     0.0,     0.0,    29.3,    31.9,    27.8,     8.4,    33.9
Clementi,2024,7,20,     0.0,     0.0,     0.0,     0.0,    29.4,    32.5,    27.8,     9.5,    30.6
Clementi,2024,7,21,     0.0,     0.0,     0.0,     0.0,    29.2,    31.5,    28.0,     9.5,    37.0
Clementi,2024,7,22,     0.0,     0.0,     0.0,     0.0,    29.5,    32.4,    28.0,     9.8,    32.8
Clementi,2024,7,23,     0.0,     0.0,     0.0,     0.0,-,-,-,     8.8,    32.8
Clementi,2024,7,24,     0.0,     0.0,     0.0,     0.0,-,-,-,     7.9,    36.3
Clementi,2024,7,25,     0.0,     0.0,     0.0,     0.0,-,-,-,     8.1,    34.3
Clementi,2024,7,26,     0.0,     0.0,     0.0,     0.0,-,-,-,     9.6,    35.6
Clementi,2024,7,27,     0.0,     0.0,     0.0,     0.0,-,-,-,    10.2,    34.3
Clementi,2024,7,28,     0.0,     0.0,     0.0,     0.0,-,-,-,    10.3,    36.7
Clementi,2024,7,29,     0.0,     0.0,     0.0,     0.0,-,-,-,     8.9,    32.8
Clementi,2024,7,30,     0.0,     0.0,     0.0,     0.0,-,-,-,     8.1,    30.6
Clementi,2024,7,31,    25.2,    20.4,    25.0,    25.2,-,-,-,     5.8,    34.6
