"station","year","month","day","daily_rainfall_total_mm","highest_30_min_rainfall_mm","highest_60_min_rainfall_mm","highest_120_min_rainfall_mm","mean_temperature_c","maximum_temperature_c","minimum_temperature_c","mean_wind_speed_km_h","max_wind_speed_km_h","mean_temperature_a_c","maximum_temperature_a_c","minimum_temperature_a_c"
"Admiralty","2020","11","1","0.0","0.0","0.0","0.0",NA,NA,NA,"11.3","35.0","27.3","32.0","24.6"
"Admiralty","2020","11","2","10.2","5.8","6.8","6.8",NA,NA,NA,"13.0","50.0","26.8","33.0","23.6"
"Admiralty","2020","11","3","0.6","0.4","0.4","0.4",NA,NA,NA,"12.1","33.9","27.4","31.5","25.5"
"Admiralty","2020","11","4","18.2","8.4","10.6","12.6",NA,NA,NA,"12.0","48.2","25.1","26.9","23.3"
"Admiralty","2020","11","5","0.0","0.0","0.0","0.0",NA,NA,NA,"11.7","26.7","28.2","33.4","24.5"
"Admiralty","2020","11","6","0.0","0.0","0.0","0.0",NA,NA,NA,"11.1","31.3","29.3","33.6","26.1"
"Admiralty","2020","11","7","47.0","29.6","33.2","34.0",NA,NA,NA,"13.1","40.0","25.4","28.2","23.4"
"Admiralty","2020","11","8","15.6","13.6","13.8","15.0",NA,NA,NA,"11.0","34.3","25.6","29.1","24.0"
"Admiralty","2020","11","9","0.0","0.0","0.0","0.0",NA,NA,NA,"11.8","35.2","26.8","30.8","24.7"
"Admiralty","2020","11","10","1.2","1.0","1.0","1.2",NA,NA,NA,"11.0","22.4","27.0","29.6","24.8"
"Admiralty","2020","11","11","0.0","0.0","0.0","0.0",NA,NA,NA,"11.0","31.7","28.9","33.2","25.3"
"Admiralty","2020","11","12","0.0","0.0","0.0","0.0",NA,NA,NA,"16.2","39.3","29.5","34.1","27.2"
"Admiralty","2020","11","13","0.0","0.0","0.0","0.0",NA,NA,NA,"18.0","41.5","28.9","33.3","26.2"
"Admiralty","2020","11","14","38.4","26.2","33.0","38.2",NA,NA,NA,"15.1","53.7","27.2","32.1","23.5"
"Admiralty","2020","11","15","92.6","40.4","67.4","79.0",NA,NA,NA,"15.6","51.5","26.6","32.3","23.3"
"Admiralty","2020","11","16","4.2","1.4","2.2","3.0",NA,NA,NA,"16.7","59.4","27.4","32.0","24.6"
"Admiralty","2020","11","17","8.6","4.6","5.0","7.6",NA,NA,NA,"14.2","34.3","26.5","32.3","24.5"
"Admiralty","2020","11","18","0.0","0.0","0.0","0.0",NA,NA,NA,"11.3","35.6","28.0","33.9","24.5"
"Admiralty","2020","11","19","6.2","5.4","5.6","6.0",NA,NA,NA,"11.6","39.3","26.9","31.6","24.5"
"Admiralty","2020","11","20","2.4","1.8","2.0","2.0",NA,NA,NA,"10.6","51.9","26.8","33.5","24.4"
"Admiralty","2020","11","21","38.8","16.2","26.2","30.0",NA,NA,NA,"11.3","43.2","26.1","33.6","23.7"
"Admiralty","2020","11","22","25.0","12.4","15.2","19.4",NA,NA,NA,"10.8","70.2","25.7","32.1","23.5"
"Admiralty","2020","11","23","0.2","0.2","0.2","0.2",NA,NA,NA,"11.8","35.9","25.8","29.4","24.3"
"Admiralty","2020","11","24","0.0","0.0","0.0","0.0",NA,NA,NA,"11.7","30.2","25.5","27.8","24.4"
"Admiralty","2020","11","25","0.4","0.4","0.4","0.4",NA,NA,NA,"14.3","30.6","26.3","29.6","24.2"
"Admiralty","2020","11","26","1.8","0.6","0.8","1.4",NA,NA,NA,"13.7","29.8","26.0","28.3","24.8"
"Admiralty","2020","11","27","0.0","0.0","0.0","0.0",NA,NA,NA,"16.4","35.0","27.4","31.3","25.2"
"Admiralty","2020","11","28","4.6","4.2","4.6","4.6",NA,NA,NA,"11.9","43.5","26.3","28.9","22.6"
"Admiralty","2020","11","29","0.0","0.0","0.0","0.0",NA,NA,NA,"13.5","34.6","27.5","32.3","24.7"
"Admiralty","2020","11","30","0.0","0.0","0.0","0.0",NA,NA,NA,"14.1","27.4","27.7","31.5","26.0"
"Admiralty","2020","12","1","0.0","0.0","0.0","0.0",NA,NA,NA,"12.1","26.7","28.6","32.6","25.1"
"Admiralty","2020","12","2","0.0","0.0","0.0","0.0",NA,NA,NA,"13.4","30.2","27.9","31.5","26.3"
"Admiralty","2020","12","3","6.2","4.6","4.8","5.2",NA,NA,NA,"14.7","55.7","26.6","33.7","24.0"
"Admiralty","2020","12","4","4.2","3.6","3.6","4.2",NA,NA,NA,"18.8","46.5","26.4","31.1","24.6"
"Admiralty","2020","12","5","0.2","0.2","0.2","0.2",NA,NA,NA,"21.2","52.2","26.6","30.2","24.9"
"Admiralty","2020","12","6","0.0","0.0","0.0","0.0",NA,NA,NA,"22.4","46.9","28.0","32.3","25.8"
"Admiralty","2020","12","7","0.0","0.0","0.0","0.0",NA,NA,NA,"20.3","51.9","28.2","32.0","25.6"
"Admiralty","2020","12","8","0.0","0.0","0.0","0.0",NA,NA,NA,"19.8","47.6","27.9","32.0","25.8"
"Admiralty","2020","12","9","5.8","3.8","4.2","4.4",NA,NA,NA,"15.0","37.8","27.5","32.1","25.5"
"Admiralty","2020","12","10","5.8","5.2","5.2","5.8",NA,NA,NA,"15.4","51.1","26.5","32.6","24.2"
"Admiralty","2020","12","11","0.0","0.0","0.0","0.0",NA,NA,NA,"14.0","39.3","27.4","31.5","24.4"
"Admiralty","2020","12","12","20.4","16.2","16.4","16.8",NA,NA,NA,"13.5","38.5","26.2","32.0","22.6"
"Admiralty","2020","12","13","0.6","0.2","0.2","0.4",NA,NA,NA,"11.5","32.4","26.8","30.7","23.6"
"Admiralty","2020","12","14","12.6","3.4","4.4","6.8",NA,NA,NA,"13.1","42.0","26.3","32.5","23.7"
"Admiralty","2020","12","15","7.2","3.2","3.2","5.2",NA,NA,NA,"12.4","45.7","26.0","31.5","24.2"
"Admiralty","2020","12","16","6.0","3.4","3.4","3.4",NA,NA,NA,"12.1","39.6","25.7","29.1","24.4"
"Admiralty","2020","12","17","0.0","0.0","0.0","0.0",NA,NA,NA,"13.6","35.6","26.5","31.3","24.1"
"Admiralty","2020","12","18","5.2","1.6","2.6","3.4",NA,NA,NA,"12.2","40.4","25.0","26.5","22.5"
"Admiralty","2020","12","19","0.0","0.0","0.0","0.0",NA,NA,NA,"-","-","-","-","-"
"Admiralty","2020","12","20","0.4","0.4","0.4","0.4",NA,NA,NA,"17.9","50.4","26.6","31.0","24.1"
"Admiralty","2020","12","21","0.0","0.0","0.0","0.0",NA,NA,NA,"16.2","40.0","27.1","30.1","24.9"
"Admiralty","2020","12","22","1.6","1.6","1.6","1.6",NA,NA,NA,"16.4","40.7","27.4","32.4","24.9"
"Admiralty","2020","12","23","0.0","0.0","0.0","0.0",NA,NA,NA,"15.0","41.9","27.7","32.8","25.2"
"Admiralty","2020","12","24","0.0","0.0","0.0","0.0",NA,NA,NA,"12.0","37.4","26.8","30.2","25.1"
"Admiralty","2020","12","25","0.0","0.0","0.0","0.0",NA,NA,NA,"16.8","45.7","28.4","35.1","25.8"
"Admiralty","2020","12","26","41.8","21.8","26.8","31.2",NA,NA,NA,"19.0","43.2","26.9","32.0","22.5"
"Admiralty","2020","12","27","45.2","30.4","39.8","44.2",NA,NA,NA,"15.3","37.0","26.3","31.8","22.9"
"Admiralty","2020","12","28","0.0","0.0","0.0","0.0",NA,NA,NA,"21.5","43.5","27.5","31.3","25.1"
"Admiralty","2020","12","29","8.0","6.4","7.8","8.0",NA,NA,NA,"15.4","35.6","26.2","31.2","24.1"
"Admiralty","2020","12","30","0.0","0.0","0.0","0.0",NA,NA,NA,"18.9","48.2","27.4","31.5","24.7"
"Admiralty","2020","12","31","0.6","0.4","0.4","0.4",NA,NA,NA,"18.2","47.6","26.8","31.9","24.6"
"Admiralty","2021","1","1","63.2","17.8","24.0","31.8",NA,NA,NA,"14.9","50.0","24.0","25.8","21.4"
"Admiralty","2021","1","2","122.8","16.2","23.4","32.6",NA,NA,NA,"12.3","46.1","22.8","24.4","21.4"
"Admiralty","2021","1","3","2.0","1.0","1.4","1.6",NA,NA,NA,"13.0","27.8","23.7","25.7","22.9"
"Admiralty","2021","1","4","0.2","0.2","0.2","0.2",NA,NA,NA,"15.3","30.9","25.0","27.7","22.7"
"Admiralty","2021","1","5","0.0","0.0","0.0","0.0",NA,NA,NA,"18.5","43.2","26.7","30.8","23.8"
"Admiralty","2021","1","6","0.0","0.0","0.0","0.0",NA,NA,NA,"17.2","42.8","26.4","29.1","24.8"
"Admiralty","2021","1","7","2.0","1.0","1.2","1.2",NA,NA,NA,"16.2","39.3","24.2","25.4","23.4"
"Admiralty","2021","1","8","14.6","6.6","6.8","7.2",NA,NA,NA,"20.1","56.1","25.4","28.0","23.5"
"Admiralty","2021","1","9","17.2","5.4","5.8","5.8",NA,NA,NA,"18.3","50.4","25.0","27.2","23.9"
"Admiralty","2021","1","10","106.8","14.4","19.2","24.0",NA,NA,NA,"12.5","40.4","23.6","23.9","23.3"
"Admiralty","2021","1","11","2.2","0.6","0.6","0.8",NA,NA,NA,"23.2","52.6","25.3","28.2","23.7"
"Admiralty","2021","1","12","8.4","1.6","2.6","2.8",NA,NA,NA,"23.9","70.2","24.9","27.4","23.2"
"Admiralty","2021","1","13","0.6","0.6","0.6","0.6",NA,NA,NA,"21.5","57.6","24.8","27.0","23.4"
"Admiralty","2021","1","14","0.0","0.0","0.0","0.0",NA,NA,NA,"20.6","46.5","25.6","28.7","23.2"
"Admiralty","2021","1","15","0.0","0.0","0.0","0.0",NA,NA,NA,"22.6","43.5","26.6","31.1","24.2"
"Admiralty","2021","1","16","0.0","0.0","0.0","0.0",NA,NA,NA,"23.1","44.6","26.7","30.7","24.5"
"Admiralty","2021","1","17","0.0","0.0","0.0","0.0",NA,NA,NA,"25.8","55.4","26.8","29.9","24.5"
"Admiralty","2021","1","18","0.0","0.0","0.0","0.0",NA,NA,NA,"28.8","68.3","26.0","28.3","24.5"
"Admiralty","2021","1","19","0.0","0.0","0.0","0.0",NA,NA,NA,"22.9","48.9","26.0","29.2","23.9"
"Admiralty","2021","1","20","0.0","0.0","0.0","0.0",NA,NA,NA,"21.0","44.3","26.0","29.1","23.8"
"Admiralty","2021","1","21","19.4","12.0","15.0","19.4",NA,NA,NA,"19.8","43.5","25.8","30.4","23.4"
"Admiralty","2021","1","22","0.2","0.2","0.2","0.2",NA,NA,NA,"19.1","43.2","25.8","30.7","23.6"
"Admiralty","2021","1","23","31.8","30.8","31.6","31.8",NA,NA,NA,"19.9","44.6","25.9","31.2","23.4"
"Admiralty","2021","1","24","0.4","0.2","0.2","0.2",NA,NA,NA,"20.4","44.6","26.2","31.7","23.4"
"Admiralty","2021","1","25","15.0","13.4","14.6","14.6",NA,NA,NA,"19.7","42.0","26.4","31.8","24.4"
"Admiralty","2021","1","26","0.0","0.0","0.0","0.0",NA,NA,NA,"20.4","42.4","26.8","31.6","24.3"
"Admiralty","2021","1","27","0.2","0.2","0.2","0.2",NA,NA,NA,"19.9","42.8","26.4","29.9","24.0"
"Admiralty","2021","1","28","2.4","2.2","2.4","2.4",NA,NA,NA,"21.7","52.2","25.9","29.7","24.1"
"Admiralty","2021","1","29","0.0","0.0","0.0","0.0",NA,NA,NA,"23.6","49.3","26.5","30.4","23.8"
"Admiralty","2021","1","30","0.0","0.0","0.0","0.0",NA,NA,NA,"24.5","58.0","26.5","30.5","24.2"
"Admiralty","2021","1","31","0.2","0.2","0.2","0.2",NA,NA,NA,"22.8","51.9","26.2","29.1","23.9"
"Admiralty","2021","2","1","0.0","0.0","0.0","0.0",NA,NA,NA,"22.9","54.8","26.5","30.0","24.5"
"Admiralty","2021","2","2","0.0","0.0","0.0","0.0",NA,NA,NA,"22.7","54.4","26.7","29.6","25.0"
"Admiralty","2021","2","3","0.0","0.0","0.0","0.0",NA,NA,NA,"23.3","53.7","26.6","30.6","24.6"
"Admiralty","2021","2","4","0.0","0.0","0.0","0.0",NA,NA,NA,"24.1","51.9","26.5","30.7","23.8"
"Admiralty","2021","2","5","0.0","0.0","0.0","0.0",NA,NA,NA,"22.3","54.1","26.7","31.2","23.8"
"Admiralty","2021","2","6","0.0","0.0","0.0","0.0",NA,NA,NA,"24.7","52.2","27.2","31.5","24.7"
"Admiralty","2021","2","7","0.0","0.0","0.0","0.0",NA,NA,NA,"24.2","54.1","27.4","32.8","24.2"
"Admiralty","2021","2","8","0.0","0.0","0.0","0.0",NA,NA,NA,"23.8","53.0","27.1","31.5","24.8"
"Admiralty","2021","2","9","0.0","0.0","0.0","0.0",NA,NA,NA,"20.1","45.7","27.2","32.7","24.5"
"Admiralty","2021","2","10","0.0","0.0","0.0","0.0",NA,NA,NA,"21.2","44.3","26.9","30.5","24.5"
"Admiralty","2021","2","11","20.8","17.8","20.6","20.8",NA,NA,NA,"20.9","48.5","27.0","31.5","24.6"
"Admiralty","2021","2","12","13.8","11.0","12.0","12.4",NA,NA,NA,"22.9","53.0","26.8","30.4","24.8"
"Admiralty","2021","2","13","0.0","0.0","0.0","0.0",NA,NA,NA,"24.3","47.6","27.0","31.5","24.8"
"Admiralty","2021","2","14","0.0","0.0","0.0","0.0",NA,NA,NA,"25.8","50.7","26.6","31.2","24.8"
"Admiralty","2021","2","15","0.0","0.0","0.0","0.0",NA,NA,NA,"25.9","52.2","26.6","30.7","24.2"
"Admiralty","2021","2","16","0.0","0.0","0.0","0.0",NA,NA,NA,"24.2","46.5","26.4","30.5","23.6"
"Admiralty","2021","2","17","0.0","0.0","0.0","0.0",NA,NA,NA,"23.7","43.5","26.5","31.3","23.4"
"Admiralty","2021","2","18","0.0","0.0","0.0","0.0",NA,NA,NA,"26.6","58.0","26.4","31.0","23.2"
"Admiralty","2021","2","19","0.0","0.0","0.0","0.0",NA,NA,NA,"27.4","58.3","26.4","29.7","24.1"
"Admiralty","2021","2","20","0.0","0.0","0.0","0.0",NA,NA,NA,"27.7","56.9","26.4","30.1","24.1"
"Admiralty","2021","2","21","0.0","0.0","0.0","0.0",NA,NA,NA,"26.1","51.5","26.3","30.7","24.0"
"Admiralty","2021","2","22","0.0","0.0","0.0","0.0",NA,NA,NA,"23.1","48.2","26.8","32.1","23.8"
"Admiralty","2021","2","23","0.0","0.0","0.0","0.0",NA,NA,NA,"22.0","48.2","26.6","32.9","23.4"
"Admiralty","2021","2","24","4.4","4.2","4.2","4.2",NA,NA,NA,"20.2","41.1","26.2","31.0","23.7"
"Admiralty","2021","2","25","0.8","0.8","0.8","0.8",NA,NA,NA,"18.6","45.4","27.4","32.7","24.1"
"Admiralty","2021","2","26","0.0","0.0","0.0","0.0",NA,NA,NA,"16.4","36.7","27.9","34.6","24.1"
"Admiralty","2021","2","27","0.0","0.0","0.0","0.0",NA,NA,NA,"16.5","44.6","28.5","35.3","25.4"
"Admiralty","2021","2","28","0.4","0.4","0.4","0.4",NA,NA,NA,"19.3","38.5","27.8","34.9","24.6"
"Admiralty","2021","3","1","0.0","0.0","0.0","0.0",NA,NA,NA,"20.4","41.9","28.0","34.0","25.0"
"Admiralty","2021","3","2","0.0","0.0","0.0","0.0",NA,NA,NA,"23.1","48.9","27.9","33.1","24.5"
"Admiralty","2021","3","3","0.0","0.0","0.0","0.0",NA,NA,NA,"23.5","45.7","28.3","33.2","25.1"
"Admiralty","2021","3","4","0.0","0.0","0.0","0.0",NA,NA,NA,"23.7","52.6","28.1","32.9","25.6"
"Admiralty","2021","3","5","0.0","0.0","0.0","0.0",NA,NA,NA,"24.1","47.2","28.4","33.0","26.0"
"Admiralty","2021","3","6","7.4","4.2","5.6","5.6",NA,NA,NA,"24.9","50.7","27.8","32.2","25.4"
"Admiralty","2021","3","7","70.8","30.0","39.4","62.8",NA,NA,NA,"15.9","51.5","25.6","30.9","22.9"
"Admiralty","2021","3","8","0.0","0.0","0.0","0.0",NA,NA,NA,"17.9","47.2","27.3","33.3","23.5"
"Admiralty","2021","3","9","0.0","0.0","0.0","0.0",NA,NA,NA,"23.1","51.9","27.4","31.9","24.4"
"Admiralty","2021","3","10","0.0","0.0","0.0","0.0",NA,NA,NA,"22.6","53.7","27.7","33.2","24.2"
"Admiralty","2021","3","11","0.0","0.0","0.0","0.0",NA,NA,NA,"23.2","56.1","27.7","32.2","25.1"
"Admiralty","2021","3","12","-","-","-","-",NA,NA,NA,"-","-","-","-","-"
"Admiralty","2021","3","13","-","-","-","-",NA,NA,NA,"-","-","-","-","-"
"Admiralty","2021","3","14","-","-","-","-",NA,NA,NA,"-","-","-","-","-"
"Admiralty","2021","3","15","-","-","-","-",NA,NA,NA,"-","-","-","-","-"
"Admiralty","2021","3","16","-","-","-","-",NA,NA,NA,"-","-","-","-","-"
"Admiralty","2021","3","17","-","-","-","-",NA,NA,NA,"-","-","-","-","-"
"Admiralty","2021","3","18","-","-","-","-",NA,NA,NA,"-","-","-","-","-"
"Admiralty","2021","3","19","0.0","-","-","-",NA,NA,NA,"-","-","-","-","-"
"Admiralty","2021","3","20","0.8","0.4","0.8","0.8",NA,NA,NA,"17.9","35.0","27.7","33.1","25.8"
"Admiralty","2021","3","21","0.0","0.0","0.0","0.0",NA,NA,NA,"16.4","35.2","28.2","35.3","25.4"
"Admiralty","2021","3","22","0.0","0.0","0.0","0.0",NA,NA,NA,"21.5","62.6","28.1","33.3","25.3"
"Admiralty","2021","3","23","12.2","10.4","10.4","10.4",NA,NA,NA,"18.4","55.0","27.1","32.5","23.5"
"Admiralty","2021","3","24","16.8","11.4","11.6","11.8",NA,NA,NA,"13.7","46.5","25.4","31.2","24.2"
"Admiralty","2021","3","25","0.0","0.0","0.0","0.0",NA,NA,NA,"18.4","46.1","25.9","28.2","24.2"
"Admiralty","2021","3","26","0.0","0.0","0.0","0.0",NA,NA,NA,"20.3","45.0","28.0","33.2","25.5"
"Admiralty","2021","3","27","5.2","1.8","3.0","4.4",NA,NA,NA,"16.1","38.2","26.4","31.5","23.8"
"Admiralty","2021","3","28","8.8","8.8","8.8","8.8",NA,NA,NA,"13.5","32.4","28.2","33.5","24.3"
"Admiralty","2021","3","29","29.2","20.4","24.0","27.6",NA,NA,NA,"13.8","35.6","26.5","32.0","23.4"
"Admiralty","2021","3","30","0.2","0.2","0.2","0.2",NA,NA,NA,"14.2","42.8","27.7","34.0","24.5"
"Admiralty","2021","3","31","2.8","1.6","2.4","2.8",NA,NA,NA,"12.8","42.8","28.4","32.5","24.1"
"Admiralty","2021","4","1","0.0","0.0","0.0","0.0",NA,NA,NA,"12.1","43.5","29.6","32.8","26.7"
"Admiralty","2021","4","2","54.6","40.6","47.0","54.4",NA,NA,NA,"14.2","55.0","28.9","35.8","23.6"
"Admiralty","2021","4","3","1.6","1.4","1.6","1.6",NA,NA,NA,"14.8","42.4","27.8","35.0","25.6"
"Admiralty","2021","4","4","4.4","2.2","2.4","2.4",NA,NA,NA,"13.3","41.5","27.6","31.0","24.4"
"Admiralty","2021","4","5","26.6","22.2","24.4","25.6",NA,NA,NA,"13.7","57.6","26.9","32.7","24.2"
"Admiralty","2021","4","6","9.4","9.2","9.2","9.2",NA,NA,NA,"15.7","52.2","27.3","32.3","24.8"
"Admiralty","2021","4","7","0.4","0.4","0.4","0.4",NA,NA,NA,"17.5","54.1","28.1","35.0","24.3"
"Admiralty","2021","4","8","3.8","3.0","3.2","3.6",NA,NA,NA,"14.0","50.4","27.9","34.9","25.1"
"Admiralty","2021","4","9","0.6","0.6","0.6","0.6",NA,NA,NA,"15.1","38.9","28.0","33.1","25.0"
"Admiralty","2021","4","10","0.0","0.0","0.0","0.0",NA,NA,NA,"17.4","44.6","29.0","33.9","25.9"
"Admiralty","2021","4","11","0.0","0.0","0.0","0.0",NA,NA,NA,"20.1","44.6","28.9","33.3","26.3"
"Admiralty","2021","4","12","0.0","0.0","0.0","0.0",NA,NA,NA,"16.8","44.3","28.9","34.0","24.3"
"Admiralty","2021","4","13","2.4","2.2","2.2","2.2",NA,NA,NA,"17.5","45.0","28.2","32.5","24.7"
"Admiralty","2021","4","14","1.2","1.2","1.2","1.2",NA,NA,NA,"12.2","36.3","28.4","34.6","25.5"
"Admiralty","2021","4","15","26.0","10.4","14.2","20.4",NA,NA,NA,"12.7","47.6","26.0","32.1","23.7"
"Admiralty","2021","4","16","0.0","0.0","0.0","0.0",NA,NA,NA,"12.2","28.9","27.2","31.3","24.3"
"Admiralty","2021","4","17","53.0","20.0","27.0","36.0",NA,NA,NA,"12.5","58.7","25.0","30.7","22.5"
"Admiralty","2021","4","18","14.6","13.4","14.4","14.4",NA,NA,NA,"11.9","33.9","27.0","36.0","22.6"
"Admiralty","2021","4","19","17.6","17.2","17.6","17.6",NA,NA,NA,"11.8","33.5","27.1","32.4","23.2"
"Admiralty","2021","4","20","0.0","0.0","0.0","0.0",NA,NA,NA,"13.3","37.4","28.6","33.4","25.1"
"Admiralty","2021","4","21","0.0","0.0","0.0","0.0",NA,NA,NA,"12.3","37.0","28.5","33.9","26.5"
"Admiralty","2021","4","22","10.6","3.4","5.8","7.4",NA,NA,NA,"11.2","35.9","26.5","30.4","23.9"
"Admiralty","2021","4","23","0.0","0.0","0.0","0.0",NA,NA,NA,"10.5","37.8","27.9","31.2","24.5"
"Admiralty","2021","4","24","7.4","2.2","4.0","5.4",NA,NA,NA,"10.6","52.6","26.2","28.6","23.5"
"Admiralty","2021","4","25","0.0","0.0","0.0","0.0",NA,NA,NA,"10.9","27.4","29.1","34.2","25.7"
"Admiralty","2021","4","26","8.6","5.8","6.0","6.0",NA,NA,NA,"13.2","44.3","27.1","33.1","23.6"
"Admiralty","2021","4","27","9.2","6.4","9.0","9.0",NA,NA,NA,"13.0","30.2","27.1","31.8","24.9"
"Admiralty","2021","4","28","8.4","7.6","8.0","8.0",NA,NA,NA,"13.5","28.5","27.9","33.4","25.1"
"Admiralty","2021","4","29","22.8","16.4","22.4","22.8",NA,NA,NA,"15.4","47.6","27.9","33.7","23.3"
"Admiralty","2021","4","30","1.8","1.0","1.0","1.0",NA,NA,NA,"12.0","38.2","27.2","33.1","25.2"
"Admiralty","2021","5","1","0.4","0.4","0.4","0.4",NA,NA,NA,"18.3","43.9","27.8","32.0","24.6"
"Admiralty","2021","5","2","0.0","0.2","0.4","0.4",NA,NA,NA,"20.0","44.3","29.1","33.4","25.4"
"Admiralty","2021","5","3","0.0","0.0","0.0","0.0",NA,NA,NA,"18.6","45.7","29.3","33.2","26.1"
"Admiralty","2021","5","4","0.0","0.0","0.0","0.0",NA,NA,NA,"15.1","41.5","28.6","33.3","26.2"
"Admiralty","2021","5","5","4.8","3.2","4.8","4.8",NA,NA,NA,"13.3","38.2","27.2","33.2","24.9"
"Admiralty","2021","5","6","4.4","1.2","1.6","3.0",NA,NA,NA,"13.3","28.2","27.1","30.6","25.6"
"Admiralty","2021","5","7","6.4","6.0","6.2","6.2",NA,NA,NA,"16.4","41.9","27.8","31.6","25.7"
"Admiralty","2021","5","8","12.0","6.8","9.8","10.6",NA,NA,NA,"13.7","30.2","28.0","31.7","24.7"
"Admiralty","2021","5","9","0.8","0.6","0.8","8.2",NA,NA,NA,"15.1","54.8","28.0","33.4","25.5"
"Admiralty","2021","5","10","0.0","0.0","0.0","0.0",NA,NA,NA,"14.6","36.3","29.3","34.5","26.0"
"Admiralty","2021","5","11","0.0","0.0","0.0","0.0",NA,NA,NA,"15.9","34.3","29.4","35.3","26.7"
"Admiralty","2021","5","12","15.8","7.8","11.0","12.4",NA,NA,NA,"13.7","30.6","27.3","32.0","25.1"
"Admiralty","2021","5","13","14.0","14.0","14.0","14.0",NA,NA,NA,"13.4","45.4","28.2","33.2","24.6"
"Admiralty","2021","5","14","0.0","0.0","0.0","0.0",NA,NA,NA,"11.3","24.8","28.4","31.4","26.4"
"Admiralty","2021","5","15","0.4","0.4","0.4","0.4",NA,NA,NA,"11.5","44.6","27.8","31.8","24.9"
"Admiralty","2021","5","16","0.0","0.0","0.0","0.0",NA,NA,NA,"11.1","25.9","29.3","35.0","26.3"
"Admiralty","2021","5","17","0.4","0.2","0.2","0.2",NA,NA,NA,"11.3","49.3","28.1","31.2","25.0"
"Admiralty","2021","5","18","8.6","3.8","4.2","4.2",NA,NA,NA,"9.4","36.7","26.4","29.1","24.2"
"Admiralty","2021","5","19","0.2","0.2","0.2","0.2",NA,NA,NA,"12.3","24.4","27.8","30.4","25.6"
"Admiralty","2021","5","20","0.0","0.0","0.0","0.0",NA,NA,NA,"11.5","27.8","28.9","33.6","25.5"
"Admiralty","2021","5","21","2.6","2.0","2.6","2.6",NA,NA,NA,"12.4","33.5","27.4","32.3","24.7"
"Admiralty","2021","5","22","0.2","0.2","0.2","0.2",NA,NA,NA,"-","-","-","-","-"
"Admiralty","2021","5","23","0.0","0.0","0.0","0.0",NA,NA,NA,"-","-","-","-","-"
"Admiralty","2021","5","24","-","-","-","-",NA,NA,NA,"-","-","-","-","-"
"Admiralty","2021","5","25","-","-","-","-",NA,NA,NA,"-","-","-","-","-"
"Admiralty","2021","5","26","-","-","-","-",NA,NA,NA,"-","-","-","-","-"
"Admiralty","2021","5","27","-","-","-","-",NA,NA,NA,"-","-","-","-","-"
"Admiralty","2021","5","28","-","-","-","-",NA,NA,NA,"-","-","-","-","-"
"Admiralty","2021","5","29","-","-","-","-",NA,NA,NA,"-","-","-","-","-"
"Admiralty","2021","5","30","-","-","-","-",NA,NA,NA,"-","-","-","-","-"
"Admiralty","2021","5","31","-","-","-","-",NA,NA,NA,"-","-","-","-","-"
"Admiralty","2021","6","1","-","-","-","-",NA,NA,NA,"-","-","-","-","-"
"Admiralty","2021","6","2","-","-","-","-",NA,NA,NA,"-","-","-","-","-"
"Admiralty","2021","6","3","-","-","-","-",NA,NA,NA,"-","-","-","-","-"
"Admiralty","2021","6","4","-","-","-","-",NA,NA,NA,"-","-","-","-","-"
"Admiralty","2021","6","5","1.4","1.4","1.4","1.4",NA,NA,NA,"10.3","28.9","29.0","34.1","26.4"
"Admiralty","2021","6","6","0.0","0.0","0.0","0.0",NA,NA,NA,"9.8","27.4","29.7","33.6","26.6"
"Admiralty","2021","6","7","3.8","3.6","3.8","3.8",NA,NA,NA,"12.2","35.9","28.5","32.9","25.3"
"Admiralty","2021","6","8","0.0","0.0","0.0","0.0",NA,NA,NA,"11.4","28.2","29.1","32.9","25.0"
"Admiralty","2021","6","9","0.0","0.0","0.0","0.0",NA,NA,NA,"11.1","26.7","28.7","32.0","26.6"
"Admiralty","2021","6","10","6.0","4.0","4.0","4.0",NA,NA,NA,"12.5","55.4","27.9","33.5","23.7"
"Admiralty","2021","6","11","0.2","0.2","0.2","0.2",NA,NA,NA,"12.8","32.4","28.4","32.7","25.2"
"Admiralty","2021","6","12","3.0","3.0","3.0","3.0",NA,NA,NA,"12.2","37.0","29.2","34.3","25.9"
"Admiralty","2021","6","13","3.0","2.8","3.0","3.0",NA,NA,NA,"10.4","34.3","28.5","33.1","24.2"
"Admiralty","2021","6","14","6.6","5.2","5.2","6.6",NA,NA,NA,"12.4","46.5","27.9","34.8","24.7"
"Admiralty","2021","6","15","67.4","42.2","57.8","66.4",NA,NA,NA,"12.1","65.2","26.6","33.1","22.4"
"Admiralty","2021","6","16","0.0","0.0","0.0","0.0",NA,NA,NA,"11.3","32.0","27.4","31.2","24.7"
"Admiralty","2021","6","17","2.4","2.2","2.4","2.4",NA,NA,NA,"13.4","37.8","28.3","33.8","25.4"
"Admiralty","2021","6","18","10.2","2.8","3.0","4.6",NA,NA,NA,"12.1","37.8","26.3","29.9","23.9"
"Admiralty","2021","6","19","9.6","8.0","8.8","9.0",NA,NA,NA,"12.4","34.3","27.5","33.7","24.9"
"Admiralty","2021","6","20","10.8","5.4","5.8","6.6",NA,NA,NA,"12.1","36.7","26.8","33.2","23.0"
"Admiralty","2021","6","21","0.0","0.0","0.2","0.6",NA,NA,NA,"9.9","24.8","28.5","33.5","24.1"
